Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
5957636;07-05-2024;00:02:10;10;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957637;07-05-2024;00:02:10;10;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957638;07-05-2024;00:02:10;10;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957639;07-05-2024;00:02:10;10;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957640;07-05-2024;00:02:10;10;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957641;07-05-2024;00:02:11;5;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957642;07-05-2024;00:02:11;5;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957643;07-05-2024;00:02:13;2;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957644;07-05-2024;00:02:13;2;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957645;07-05-2024;00:02:13;7;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957646;07-05-2024;00:02:13;7;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957647;07-05-2024;00:02:13;7;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957648;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957649;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957650;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957651;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957652;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957653;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957654;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957655;07-05-2024;00:03:15;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957656;07-05-2024;00:03:16;2;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957657;07-05-2024;00:03:16;2;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957658;07-05-2024;00:03:18;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957659;07-05-2024;00:03:18;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957660;07-05-2024;00:03:18;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957661;07-05-2024;00:03:18;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957662;07-05-2024;00:03:18;8;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957663;07-05-2024;00:03:18;8;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957664;07-05-2024;00:03:18;8;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
5957665;07-05-2024;00:04:28;7;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957666;07-05-2024;00:04:28;7;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957667;07-05-2024;00:04:28;2;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957668;07-05-2024;00:04:28;2;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957669;07-05-2024;00:04:28;2;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957670;07-05-2024;00:04:30;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
5957671;07-05-2024;00:04:30;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
5957672;07-05-2024;00:04:30;1;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
5957673;07-05-2024;00:04:30;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
5957674;07-05-2024;00:04:30;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
5957675;07-05-2024;00:04:38;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
