Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
8560749;28-05-2024;00:00:16;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
8560750;28-05-2024;00:00:19;8;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
8560751;28-05-2024;00:00:19;8;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
8560752;28-05-2024;00:00:20;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
8560753;28-05-2024;00:00:20;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
8560754;28-05-2024;00:00:24;4;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
8560755;28-05-2024;00:00:27;2;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
8560756;28-05-2024;00:00:27;2;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
8560757;28-05-2024;00:00:27;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
8560758;28-05-2024;00:00:39;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560759;28-05-2024;00:00:39;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560760;28-05-2024;00:00:39;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560761;28-05-2024;00:00:39;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560762;28-05-2024;00:00:39;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560763;28-05-2024;00:00:40;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560764;28-05-2024;00:00:40;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560765;28-05-2024;00:00:40;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560766;28-05-2024;00:00:41;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560767;28-05-2024;00:00:41;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560768;28-05-2024;00:00:47;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
8560769;28-05-2024;00:00:48;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
8560770;28-05-2024;00:00:48;1;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560771;28-05-2024;00:00:48;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
8560772;28-05-2024;00:00:48;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
8560773;28-05-2024;00:00:52;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
8560774;28-05-2024;00:00:52;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
8560775;28-05-2024;00:00:52;1;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560776;28-05-2024;00:00:52;1;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
8560777;28-05-2024;00:00:52;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
8560778;28-05-2024;00:00:52;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
8560779;28-05-2024;00:00:52;7;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
8560780;28-05-2024;00:00:52;7;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
8560781;28-05-2024;00:00:52;7;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
8560782;28-05-2024;00:00:52;2;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
