Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
510815;06-03-2024;00:00:42;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510816;06-03-2024;00:00:43;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510817;06-03-2024;00:00:43;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510818;06-03-2024;00:00:43;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510819;06-03-2024;00:00:59;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510820;06-03-2024;00:00:59;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510821;06-03-2024;00:01:00;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510822;06-03-2024;00:01:01;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510823;06-03-2024;00:01:03;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510824;06-03-2024;00:01:03;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510825;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510826;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510827;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510828;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510829;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510830;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510831;06-03-2024;00:01:04;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510832;06-03-2024;00:01:05;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510833;06-03-2024;00:01:05;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510834;06-03-2024;00:01:05;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510835;06-03-2024;00:01:05;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510836;06-03-2024;00:01:08;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510837;06-03-2024;00:01:08;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510838;06-03-2024;00:01:08;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510839;06-03-2024;00:01:14;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510840;06-03-2024;00:01:15;10;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510841;06-03-2024;00:01:15;10;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510842;06-03-2024;00:01:48;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510843;06-03-2024;00:01:49;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510844;06-03-2024;00:01:49;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510845;06-03-2024;00:01:49;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510846;06-03-2024;00:01:49;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510847;06-03-2024;00:01:50;4;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510848;06-03-2024;00:01:51;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510849;06-03-2024;00:01:52;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510850;06-03-2024;00:01:52;8;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510851;06-03-2024;00:01:52;8;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
510852;06-03-2024;00:01:53;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510853;06-03-2024;00:01:53;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510854;06-03-2024;00:01:54;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510855;06-03-2024;00:01:54;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510856;06-03-2024;00:01:54;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510857;06-03-2024;00:01:54;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510858;06-03-2024;00:01:54;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510859;06-03-2024;00:01:54;5;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510860;06-03-2024;00:02:00;4;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510861;06-03-2024;00:02:01;9;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510862;06-03-2024;00:02:01;9;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510863;06-03-2024;00:02:14;9;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510864;06-03-2024;00:02:14;9;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510865;06-03-2024;00:02:15;4;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510866;06-03-2024;00:02:17;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510867;06-03-2024;00:02:18;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510868;06-03-2024;00:02:18;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510869;06-03-2024;00:02:18;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510870;06-03-2024;00:02:18;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510871;06-03-2024;00:02:18;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510872;06-03-2024;00:02:18;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510873;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510874;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510875;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510876;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510877;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510878;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510879;06-03-2024;00:02:19;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510880;06-03-2024;00:02:20;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510881;06-03-2024;00:02:20;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510882;06-03-2024;00:02:20;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510883;06-03-2024;00:02:20;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510884;06-03-2024;00:02:20;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510885;06-03-2024;00:02:20;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510886;06-03-2024;00:02:21;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510887;06-03-2024;00:02:22;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
510888;06-03-2024;00:02:22;8;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
