Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
2981784;15-04-2024;00:00:09;8;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981785;15-04-2024;00:00:09;8;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981786;15-04-2024;00:00:09;8;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981787;15-04-2024;00:00:10;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981788;15-04-2024;00:00:10;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981789;15-04-2024;00:00:10;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981790;15-04-2024;00:00:10;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981791;15-04-2024;00:00:11;4;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981792;15-04-2024;00:00:11;4;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981793;15-04-2024;00:00:12;9;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981794;15-04-2024;00:00:12;9;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981795;15-04-2024;00:00:12;9;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
2981796;15-04-2024;00:01:07;7;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981797;15-04-2024;00:01:07;2;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981798;15-04-2024;00:01:07;2;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981799;15-04-2024;00:01:09;4;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981800;15-04-2024;00:01:09;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981801;15-04-2024;00:01:09;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981802;15-04-2024;00:01:09;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981803;15-04-2024;00:08:26;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981804;15-04-2024;00:08:26;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981805;15-04-2024;00:08:26;9;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981806;15-04-2024;00:08:26;4;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981807;15-04-2024;00:08:26;4;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981808;15-04-2024;00:08:28;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981809;15-04-2024;00:08:28;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981810;15-04-2024;00:08:29;8;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981811;15-04-2024;00:08:29;8;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981812;15-04-2024;00:15:27;8;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
2981813;15-04-2024;00:15:28;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
