Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
9992695;10-06-2024;00:00:06;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992696;10-06-2024;00:00:06;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992697;10-06-2024;00:00:06;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992698;10-06-2024;00:00:06;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992699;10-06-2024;00:00:20;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992700;10-06-2024;00:00:20;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992701;10-06-2024;00:00:20;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992702;10-06-2024;00:00:21;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992703;10-06-2024;00:00:24;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992704;10-06-2024;00:00:24;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992705;10-06-2024;00:00:24;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992706;10-06-2024;00:00:24;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992707;10-06-2024;00:00:24;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992708;10-06-2024;00:00:57;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992709;10-06-2024;00:00:57;10;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992710;10-06-2024;00:00:59;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992711;10-06-2024;00:00:59;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992712;10-06-2024;00:00:59;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992713;10-06-2024;00:00:59;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992714;10-06-2024;00:00:59;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992715;10-06-2024;00:01:00;5;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
9992716;10-06-2024;00:01:22;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992717;10-06-2024;00:01:22;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992718;10-06-2024;00:01:22;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992719;10-06-2024;00:01:22;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992720;10-06-2024;00:01:22;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992721;10-06-2024;00:01:22;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992722;10-06-2024;00:01:23;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992723;10-06-2024;00:01:23;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992724;10-06-2024;00:01:23;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992725;10-06-2024;00:01:23;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992726;10-06-2024;00:01:23;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992727;10-06-2024;00:01:23;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
9992728;10-06-2024;00:01:26;5;-;Trovan Unique;0007A2EFA1;-;00000000;00000000;-;""
