Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
2245587;10-04-2024;00:00:00;9;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245588;10-04-2024;00:00:00;9;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245589;10-04-2024;00:00:00;9;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245590;10-04-2024;00:00:00;9;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245591;10-04-2024;00:00:00;9;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245592;10-04-2024;00:00:00;9;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245593;10-04-2024;00:00:01;4;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245594;10-04-2024;00:00:01;4;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245595;10-04-2024;00:00:02;3;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245596;10-04-2024;00:00:02;3;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245597;10-04-2024;00:00:02;3;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245598;10-04-2024;00:00:02;8;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245599;10-04-2024;00:00:02;8;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245600;10-04-2024;00:00:02;8;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245601;10-04-2024;00:00:02;8;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
2245602;10-04-2024;00:00:20;10;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245603;10-04-2024;00:00:20;10;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245604;10-04-2024;00:00:22;5;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245605;10-04-2024;00:00:22;5;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245606;10-04-2024;00:00:24;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245607;10-04-2024;00:00:24;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245608;10-04-2024;00:00:24;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245609;10-04-2024;00:00:25;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245610;10-04-2024;00:00:25;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245611;10-04-2024;00:00:25;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245612;10-04-2024;00:00:25;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245613;10-04-2024;00:00:25;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245614;10-04-2024;00:01:07;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245615;10-04-2024;00:01:07;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245616;10-04-2024;00:01:07;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245617;10-04-2024;00:01:07;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245618;10-04-2024;00:01:08;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245619;10-04-2024;00:01:08;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245620;10-04-2024;00:01:08;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245621;10-04-2024;00:01:08;9;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245622;10-04-2024;00:01:08;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245623;10-04-2024;00:01:08;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245624;10-04-2024;00:01:08;4;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245625;10-04-2024;00:01:10;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245626;10-04-2024;00:01:10;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245627;10-04-2024;00:01:11;8;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245628;10-04-2024;00:01:11;8;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245629;10-04-2024;00:01:11;8;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
2245630;10-04-2024;00:02:17;3;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245631;10-04-2024;00:02:21;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
2245632;10-04-2024;00:02:22;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
2245633;10-04-2024;00:02:22;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
2245634;10-04-2024;00:02:22;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
2245635;10-04-2024;00:02:28;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245636;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245637;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245638;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245639;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245640;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245641;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245642;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245643;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245644;10-04-2024;00:02:29;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245645;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245646;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245647;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245648;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245649;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245650;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245651;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245652;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245653;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245654;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245655;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245656;10-04-2024;00:02:30;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245657;10-04-2024;00:02:31;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245658;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245659;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245660;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245661;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245662;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245663;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245664;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245665;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245666;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245667;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245668;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245669;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245670;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245671;10-04-2024;00:02:33;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245672;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245673;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245674;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245675;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245676;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245677;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245678;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245679;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245680;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245681;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245682;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245683;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245684;10-04-2024;00:02:34;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245685;10-04-2024;00:02:35;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245686;10-04-2024;00:02:35;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245687;10-04-2024;00:02:36;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245688;10-04-2024;00:02:36;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245689;10-04-2024;00:02:36;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245690;10-04-2024;00:02:36;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245691;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245692;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245693;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245694;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245695;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245696;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245697;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245698;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245699;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245700;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245701;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245702;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245703;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245704;10-04-2024;00:02:37;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245705;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245706;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245707;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245708;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245709;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245710;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245711;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245712;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245713;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245714;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245715;10-04-2024;00:02:38;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245716;10-04-2024;00:02:39;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245717;10-04-2024;00:02:39;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245718;10-04-2024;00:02:39;6;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
2245719;10-04-2024;00:02:41;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
2245720;10-04-2024;00:02:41;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
2245721;10-04-2024;00:02:41;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
2245722;10-04-2024;00:02:41;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
2245723;10-04-2024;00:03:07;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245724;10-04-2024;00:03:07;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245725;10-04-2024;00:03:07;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245726;10-04-2024;00:03:07;2;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245727;10-04-2024;00:03:07;2;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245728;10-04-2024;00:03:16;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245729;10-04-2024;00:03:16;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245730;10-04-2024;00:03:16;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245731;10-04-2024;00:03:16;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245732;10-04-2024;00:03:16;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245733;10-04-2024;00:03:16;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245734;10-04-2024;00:03:16;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245735;10-04-2024;00:03:17;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245736;10-04-2024;00:03:31;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245737;10-04-2024;00:03:31;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245738;10-04-2024;00:03:31;8;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245739;10-04-2024;00:03:32;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245740;10-04-2024;00:03:32;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245741;10-04-2024;00:03:32;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245742;10-04-2024;00:03:32;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245743;10-04-2024;00:03:34;2;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245744;10-04-2024;00:03:34;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245745;10-04-2024;00:03:34;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245746;10-04-2024;00:03:34;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245747;10-04-2024;00:04:11;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245748;10-04-2024;00:04:11;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245749;10-04-2024;00:04:11;2;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245750;10-04-2024;00:04:11;2;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245751;10-04-2024;00:04:12;5;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245752;10-04-2024;00:04:12;5;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245753;10-04-2024;00:04:13;10;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245754;10-04-2024;00:04:13;10;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245755;10-04-2024;00:04:13;10;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245756;10-04-2024;00:06:12;10;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245757;10-04-2024;00:06:12;10;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
2245758;10-04-2024;00:06:12;10;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
