Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
4851998;29-04-2024;00:00:32;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4851999;29-04-2024;00:00:32;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852000;29-04-2024;00:00:32;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852001;29-04-2024;00:00:32;2;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852002;29-04-2024;00:00:32;2;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852003;29-04-2024;00:00:33;2;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852004;29-04-2024;00:00:36;7;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852005;29-04-2024;00:00:36;7;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852006;29-04-2024;00:00:36;7;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852007;29-04-2024;00:00:36;2;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852008;29-04-2024;00:00:36;2;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852009;29-04-2024;00:00:36;2;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852010;29-04-2024;00:00:44;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
4852011;29-04-2024;00:00:44;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
4852012;29-04-2024;00:00:44;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852013;29-04-2024;00:00:44;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852014;29-04-2024;00:00:44;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852015;29-04-2024;00:00:44;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
4852016;29-04-2024;00:00:44;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
4852017;29-04-2024;00:01:36;5;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852018;29-04-2024;00:01:36;5;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852019;29-04-2024;00:01:36;5;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852020;29-04-2024;00:01:36;5;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852021;29-04-2024;00:01:36;5;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852022;29-04-2024;00:01:36;5;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852023;29-04-2024;00:01:37;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852024;29-04-2024;00:01:37;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852025;29-04-2024;00:01:37;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852026;29-04-2024;00:01:37;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852027;29-04-2024;00:01:37;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852028;29-04-2024;00:01:37;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852029;29-04-2024;00:01:38;10;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
4852030;29-04-2024;00:01:56;1;-;Trovan Unique;8000000002;-;00000000;00000000;-;""
4852031;29-04-2024;00:01:56;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852032;29-04-2024;00:01:56;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
4852033;29-04-2024;00:01:56;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852034;29-04-2024;00:01:56;1;-;Trovan Unique;8000000001;-;00000000;00000000;-;""
4852035;29-04-2024;00:01:56;1;-;Trovan Unique;8000000000;-;00000000;00000000;-;""
4852036;29-04-2024;00:02:00;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852037;29-04-2024;00:02:00;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852038;29-04-2024;00:02:00;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852039;29-04-2024;00:02:00;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852040;29-04-2024;00:02:00;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852041;29-04-2024;00:02:00;8;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852042;29-04-2024;00:02:00;8;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852043;29-04-2024;00:02:00;8;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852044;29-04-2024;00:02:00;8;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852045;29-04-2024;00:02:00;8;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
4852046;29-04-2024;00:02:00;8;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
