Hour,blue_cage,green_cage,red_cage,orange_cage,yellow_cage
0,0.36666666666666664,59.63333333333333,0.0,0.0,0
1,0.0,0.0,0.0,60.0,0
2,0.0,0.0,0.0,0.0,0
3,0.0,0.0,0.0,0.0,0
4,0.8833333333333333,0.2,1.3833333333333333,16.683333333333334,0
5,0.0,0.0,0.0,0.0,0
6,0.0,0.0,0.0,0.0,0
7,6.766666666666667,36.266666666666666,14.066666666666666,0.0,0
8,0.0,60.0,0.0,0.0,0
9,0.0,0.0,0.0,0.0,0
10,58.666666666666664,0.31666666666666665,0.4666666666666667,0.55,0
11,23.633333333333333,1.15,1.15,1.2333333333333334,0
12,0.8166666666666667,4.183333333333334,0.35,5.016666666666667,0
13,3.6,2.35,1.8833333333333333,0.23333333333333334,0
14,8.516666666666667,1.85,4.383333333333334,1.2333333333333334,0
15,0.0,6.35,2.5166666666666666,49.733333333333334,0
16,1.65,0.31666666666666665,4.633333333333334,1.15,0
17,5.15,9.55,2.216666666666667,2.1333333333333333,0
18,49.9,1.45,4.766666666666667,0.0,0
19,0.45,0.21666666666666667,55.15,1.4166666666666667,0
20,0.3,3.3333333333333335,15.666666666666666,22.866666666666667,0
21,12.016666666666667,0.6,3.05,3.1333333333333333,0
22,2.0166666666666666,1.4333333333333333,5.916666666666667,0.26666666666666666,0
23,17.05,16.183333333333334,4.316666666666666,1.55,0
