Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0,0.0,0.0
1,0.0,0.0,0,0.0,0.0
2,0.0,0.0,0,0.0,0.0
3,0.0,0.0,0,0.6333333333333333,59.36666666666667
4,0.0,2.6166666666666667,0,57.38333333333333,0.0
5,0.0,0.0,0,60.0,0.0
6,0.0,0.0,0,0.0,0.0
7,0.0,0.35,0,0.48333333333333334,59.166666666666664
8,0.0,58.266666666666666,0,1.0166666666666666,0.7166666666666667
9,0.0,0.0,0,60.0,0.0
10,0.0,0.0,0,0.0,0.0
11,4.75,0.5333333333333333,0,0.5,10.216666666666667
12,0.9333333333333333,0.4666666666666667,0,14.066666666666666,33.55
13,0.9333333333333333,1.2333333333333334,0,26.466666666666665,4.966666666666667
14,0.8333333333333334,57.31666666666667,0,1.1,0.75
15,0.35,6.4,0,0.8,5.316666666666666
16,11.2,0.5666666666666667,0,1.5666666666666667,0.18333333333333332
17,2.9166666666666665,1.2,0,1.25,0.26666666666666666
18,0.9333333333333333,6.766666666666667,0,0.6333333333333333,19.9
19,0.0,54.11666666666667,0,5.633333333333334,0.25
20,0.0,59.35,0,0.0,0.65
21,1.7333333333333334,1.1166666666666667,0,0.31666666666666665,44.38333333333333
22,2.066666666666667,5.133333333333334,0,15.116666666666667,2.95
23,0.0,17.133333333333333,0,31.916666666666668,0.4666666666666667
