Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
3;29-10-2024;12:39:30;9;-;Trovan Unique;00079FF741;-;00000000;00000000;-;""
4;29-10-2024;12:39:30;9;-;Trovan Unique;00079FF741;-;00000000;00000000;-;""
5;29-10-2024;12:39:30;9;-;Trovan Unique;00079FF741;-;00000000;00000000;-;""
6;29-10-2024;12:39:30;9;-;Trovan Unique;00079FF741;-;00000000;00000000;-;""
7;29-10-2024;12:39:30;9;-;Trovan Unique;00079FF741;-;00000000;00000000;-;""
8;29-10-2024;12:39:34;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
9;29-10-2024;12:39:34;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
10;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
11;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
12;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
13;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
14;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
15;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
16;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
17;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
18;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
19;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
20;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
21;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
22;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
23;29-10-2024;12:39:35;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
24;29-10-2024;12:39:36;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
25;29-10-2024;12:39:36;7;-;Trovan Unique;0007A3A0C7;-;00000000;00000000;-;""
