MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/10/2024 11:33:13,1.16.3,FR1,0,4.18,nan,1,Left,Left,1,0,0,0,nan,nan,0.12
4/10/2024 11:33:14,1.16.3,FR1,0,4.18,nan,1,LeftDuringDispense,Left,2,0,0,0,nan,nan,0.28
4/10/2024 11:33:22,1.16.3,FR1,0,4.18,3,1,Pellet,Left,2,0,1,0,2.59,nan,nan
4/10/2024 11:33:28,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,1,1,0,nan,nan,0.14
4/10/2024 11:33:32,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,2,1,0,nan,nan,0.33
4/10/2024 11:33:36,1.16.3,FR1,0,4.19,nan,1,Right,Left,2,3,1,0,nan,nan,0.13
4/10/2024 11:33:38,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,4,1,0,nan,nan,0.26
4/10/2024 11:33:40,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,5,1,0,nan,nan,0.16
4/10/2024 11:33:43,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,6,1,0,nan,nan,0.21
4/10/2024 11:33:45,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,7,1,0,nan,nan,0.23
4/10/2024 11:33:52,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,8,1,0,nan,nan,0.16
4/10/2024 11:33:53,1.16.3,FR1,0,4.18,nan,1,Right,Left,2,9,1,0,nan,nan,0.35
4/10/2024 11:33:54,1.16.3,FR1,0,4.19,nan,1,Right,Left,2,10,1,0,nan,nan,0.42
4/10/2024 11:33:55,1.16.3,FR1,0,4.18,nan,1,Left,Left,3,10,1,0,nan,nan,0.00
4/10/2024 11:33:56,1.16.3,FR1,0,4.18,nan,1,RightDuringDispense,Left,3,11,1,0,nan,nan,0.04
4/10/2024 11:33:56,1.16.3,FR1,0,4.18,nan,1,RightDuringDispense,Left,3,12,1,0,nan,nan,0.05
4/10/2024 11:34:00,1.16.3,FR1,0,4.18,2,1,Pellet,Left,3,12,2,0,0.63,38,nan
4/10/2024 11:34:02,1.16.3,FR1,0,4.18,nan,1,Left,Left,4,12,2,0,nan,nan,0.05
4/10/2024 11:34:03,1.16.3,FR1,0,4.18,nan,1,LeftDuringDispense,Left,5,12,2,0,nan,nan,0.37
4/10/2024 11:34:08,1.16.3,FR1,0,4.19,2,1,Pellet,Left,5,12,3,0,2.40,8,nan
4/10/2024 11:34:12,1.16.3,FR1,0,4.19,nan,1,Right,Left,5,13,3,0,nan,nan,0.01
4/10/2024 11:34:28,1.16.3,FR1,0,4.19,nan,1,Right,Left,5,14,3,0,nan,nan,0.21
4/10/2024 11:34:31,1.16.3,FR1,0,4.19,nan,1,Right,Left,5,15,3,0,nan,nan,0.36
4/10/2024 11:34:35,1.16.3,FR1,0,4.19,nan,1,Right,Left,5,16,3,0,nan,nan,0.69
4/10/2024 11:34:40,1.16.3,FR1,0,4.18,nan,1,Left,Left,6,16,3,0,nan,nan,0.09
4/10/2024 11:34:40,1.16.3,FR1,0,4.18,nan,1,LeftDuringDispense,Left,7,16,3,0,nan,nan,0.17
4/10/2024 11:34:45,1.16.3,FR1,0,4.18,2,1,Pellet,Left,7,16,4,0,2.40,37,nan
4/10/2024 11:34:55,1.16.3,FR1,0,4.18,nan,1,Left,Left,8,16,4,0,nan,nan,0.04
4/10/2024 11:34:56,1.16.3,FR1,0,4.18,2,1,Pellet,Left,8,16,5,0,0.56,11,nan
4/10/2024 11:35:01,1.16.3,FR1,0,4.18,nan,1,Right,Left,8,17,5,0,nan,nan,0.22
