MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
5/24/2024 11:44:57,1.16.3,FR5,0,4.19,nan,5,Left,Left,1,0,0,0,nan,nan,0.00
5/24/2024 11:45:01,1.16.3,FR5,0,4.19,nan,5,Left,Left,2,0,0,0,nan,nan,0.05
5/24/2024 11:45:03,1.16.3,FR5,0,4.19,nan,5,Left,Left,3,0,0,0,nan,nan,0.47
5/24/2024 11:45:04,1.16.3,FR5,0,4.20,nan,5,Left,Left,4,0,0,0,nan,nan,0.07
5/24/2024 11:45:06,1.16.3,FR5,0,4.19,nan,5,Left,Left,5,0,0,0,nan,nan,0.33
5/24/2024 11:45:07,1.16.3,FR5,0,4.18,nan,5,RightDuringDispense,Left,5,1,0,0,nan,nan,0.04
5/24/2024 11:45:11,1.16.3,FR5,0,4.18,3,5,Pellet,Left,5,1,1,0,0.75,nan,nan
5/24/2024 11:45:14,1.16.3,FR5,0,4.19,nan,5,Left,Left,6,1,1,0,nan,nan,0.04
5/24/2024 11:45:17,1.16.3,FR5,0,4.19,nan,5,Left,Left,7,1,1,0,nan,nan,0.23
5/24/2024 11:45:19,1.16.3,FR5,0,4.20,nan,5,Left,Left,8,1,1,0,nan,nan,0.21
5/24/2024 11:45:22,1.16.3,FR5,0,4.19,nan,5,Left,Left,9,1,1,0,nan,nan,0.46
5/24/2024 11:45:24,1.16.3,FR5,0,4.19,nan,5,Left,Left,10,1,1,0,nan,nan,0.29
5/24/2024 11:45:24,1.16.3,FR5,0,4.19,2,5,Pellet,Left,10,1,2,0,0.06,13,nan
5/24/2024 11:45:35,1.16.3,FR5,0,4.19,nan,5,Left,Left,11,1,2,0,nan,nan,0.05
5/24/2024 11:45:37,1.16.3,FR5,0,4.19,nan,5,Left,Left,12,1,2,0,nan,nan,0.15
5/24/2024 11:45:39,1.16.3,FR5,0,4.19,nan,5,Left,Left,13,1,2,0,nan,nan,0.23
5/24/2024 11:45:40,1.16.3,FR5,0,4.19,nan,5,Left,Left,14,1,2,0,nan,nan,0.23
5/24/2024 11:45:43,1.16.3,FR5,0,4.19,nan,5,Left,Left,15,1,2,0,nan,nan,0.12
5/24/2024 11:45:44,1.16.3,FR5,0,4.20,1,5,Pellet,Left,15,1,3,0,0.63,20,nan
5/24/2024 11:45:48,1.16.3,FR5,0,4.20,nan,5,Right,Left,15,2,3,0,nan,nan,0.06
5/24/2024 11:45:49,1.16.3,FR5,0,4.20,nan,5,Left,Left,16,2,3,0,nan,nan,0.06
5/24/2024 11:45:51,1.16.3,FR5,0,4.20,nan,5,Left,Left,17,2,3,0,nan,nan,0.16
5/24/2024 11:45:52,1.16.3,FR5,0,4.19,nan,5,Left,Left,18,2,3,0,nan,nan,0.36
5/24/2024 11:45:58,1.16.3,FR5,0,4.19,nan,5,Left,Left,19,2,3,0,nan,nan,0.03
5/24/2024 11:46:23,1.16.3,FR5,0,4.19,nan,5,Left,Left,20,2,3,0,nan,nan,0.01
5/24/2024 11:46:24,1.16.3,FR5,0,4.18,1,5,Pellet,Left,20,2,4,0,0.50,40,nan
5/24/2024 11:46:30,1.16.3,FR5,0,4.19,nan,5,Left,Left,21,2,4,0,nan,nan,0.14
5/24/2024 11:46:36,1.16.3,FR5,0,4.20,nan,5,Left,Left,22,2,4,0,nan,nan,0.02
5/24/2024 11:46:38,1.16.3,FR5,0,4.19,nan,5,Left,Left,23,2,4,0,nan,nan,0.15
5/24/2024 11:46:43,1.16.3,FR5,0,4.19,nan,5,Right,Left,23,3,4,0,nan,nan,0.18
5/24/2024 11:46:46,1.16.3,FR5,0,4.20,nan,5,Left,Left,24,3,4,0,nan,nan,0.09
