Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1451009;18-03-2024;11:31:40;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1451010;18-03-2024;11:31:47;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451011;18-03-2024;11:31:48;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1451012;18-03-2024;11:31:48;3;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1451013;18-03-2024;11:31:48;3;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1451014;18-03-2024;11:31:53;1;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1451015;18-03-2024;11:31:56;1;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1451016;18-03-2024;11:32:02;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451017;18-03-2024;11:32:02;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451018;18-03-2024;11:32:02;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451019;18-03-2024;11:32:05;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451020;18-03-2024;11:32:06;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451021;18-03-2024;11:32:07;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451022;18-03-2024;11:32:15;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451023;18-03-2024;11:32:15;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451024;18-03-2024;11:32:16;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451025;18-03-2024;11:32:16;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451026;18-03-2024;11:32:16;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451027;18-03-2024;11:32:16;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451028;18-03-2024;11:32:17;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451029;18-03-2024;11:32:17;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451030;18-03-2024;11:32:17;1;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1451031;18-03-2024;11:32:21;1;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451032;18-03-2024;11:32:21;1;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451033;18-03-2024;11:32:21;1;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451034;18-03-2024;11:32:21;1;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451035;18-03-2024;11:32:22;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451036;18-03-2024;11:32:22;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451037;18-03-2024;11:32:22;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451038;18-03-2024;11:32:23;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1451039;18-03-2024;11:32:25;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451040;18-03-2024;11:32:25;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451041;18-03-2024;11:32:25;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451042;18-03-2024;11:32:25;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451043;18-03-2024;11:32:25;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451044;18-03-2024;11:32:33;3;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
1451045;18-03-2024;11:32:41;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451046;18-03-2024;11:32:41;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451047;18-03-2024;11:32:42;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451048;18-03-2024;11:32:42;7;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451049;18-03-2024;11:32:43;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451050;18-03-2024;11:32:43;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451051;18-03-2024;11:32:46;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451052;18-03-2024;11:32:46;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451053;18-03-2024;11:32:46;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451054;18-03-2024;11:32:51;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451055;18-03-2024;11:32:51;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451056;18-03-2024;11:32:51;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451057;18-03-2024;11:32:51;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451058;18-03-2024;11:32:51;1;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1451059;18-03-2024;11:32:53;3;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1451060;18-03-2024;11:32:55;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451061;18-03-2024;11:32:56;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451062;18-03-2024;11:32:57;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451063;18-03-2024;11:32:57;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1451064;18-03-2024;11:32:59;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451065;18-03-2024;11:33:00;1;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1451066;18-03-2024;11:33:02;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451067;18-03-2024;11:33:04;1;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451068;18-03-2024;11:33:04;1;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1451069;18-03-2024;11:33:05;1;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451070;18-03-2024;11:33:11;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451071;18-03-2024;11:33:11;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451072;18-03-2024;11:33:14;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451073;18-03-2024;11:33:14;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451074;18-03-2024;11:33:21;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1451075;18-03-2024;11:33:23;1;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1451076;18-03-2024;11:33:23;1;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1451077;18-03-2024;11:33:25;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451078;18-03-2024;11:33:28;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451079;18-03-2024;11:33:28;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451080;18-03-2024;11:33:31;3;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1451081;18-03-2024;11:33:33;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451082;18-03-2024;11:33:33;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451083;18-03-2024;11:33:33;1;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1451084;18-03-2024;11:33:35;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451085;18-03-2024;11:33:35;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451086;18-03-2024;11:33:35;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451087;18-03-2024;11:33:36;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451088;18-03-2024;11:33:36;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451089;18-03-2024;11:33:36;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451090;18-03-2024;11:33:36;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451091;18-03-2024;11:33:36;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1451092;18-03-2024;11:33:36;1;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
