Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1484837;20-03-2024;00:05:07;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484838;20-03-2024;00:06:16;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484839;20-03-2024;00:06:19;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1484840;20-03-2024;00:06:19;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1484841;20-03-2024;00:07:05;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484842;20-03-2024;00:07:07;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484843;20-03-2024;00:07:23;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1484844;20-03-2024;00:07:23;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1484845;20-03-2024;00:16:48;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484846;20-03-2024;00:16:48;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484847;20-03-2024;00:17:36;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1484848;20-03-2024;00:17:36;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1484849;20-03-2024;00:18:01;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484850;20-03-2024;00:18:01;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484851;20-03-2024;00:18:16;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484852;20-03-2024;00:18:23;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484853;20-03-2024;00:18:26;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1484854;20-03-2024;00:20:10;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1484855;20-03-2024;00:20:10;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1484856;20-03-2024;00:24:05;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1484857;20-03-2024;00:24:26;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
