Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1447755;18-03-2024;00:01:53;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1447756;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447757;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447758;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447759;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447760;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447761;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447762;18-03-2024;00:02:02;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447763;18-03-2024;00:02:03;3;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1447764;18-03-2024;00:02:45;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447765;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447766;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447767;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447768;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447769;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447770;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447771;18-03-2024;00:02:46;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447772;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447773;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447774;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447775;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447776;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447777;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447778;18-03-2024;00:02:47;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447779;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447780;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447781;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447782;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447783;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447784;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447785;18-03-2024;00:02:48;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447786;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447787;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447788;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447789;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447790;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447791;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447792;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447793;18-03-2024;00:02:49;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447794;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447795;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447796;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447797;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447798;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447799;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447800;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447801;18-03-2024;00:02:50;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447802;18-03-2024;00:02:51;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447803;18-03-2024;00:02:51;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1447804;18-03-2024;00:02:51;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
