Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1409842;16-03-2024;00:00:05;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409843;16-03-2024;00:00:05;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409844;16-03-2024;00:00:57;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409845;16-03-2024;00:01:23;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409846;16-03-2024;00:01:25;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409847;16-03-2024;00:01:25;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409848;16-03-2024;00:03:25;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409849;16-03-2024;00:03:25;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409850;16-03-2024;00:04:09;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1409851;16-03-2024;00:04:09;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1409852;16-03-2024;00:09:08;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409853;16-03-2024;00:09:08;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409854;16-03-2024;00:09:08;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409855;16-03-2024;00:09:20;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409856;16-03-2024;00:09:20;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409857;16-03-2024;00:10:03;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409858;16-03-2024;00:10:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409859;16-03-2024;00:10:16;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409860;16-03-2024;00:14:03;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409861;16-03-2024;00:15:36;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409862;16-03-2024;00:15:37;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409863;16-03-2024;00:15:37;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409864;16-03-2024;00:15:37;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409865;16-03-2024;00:15:37;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409866;16-03-2024;00:15:37;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409867;16-03-2024;00:15:41;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409868;16-03-2024;00:15:41;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409869;16-03-2024;00:16:04;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409870;16-03-2024;00:16:04;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1409871;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409872;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409873;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409874;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409875;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409876;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409877;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409878;16-03-2024;00:17:02;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409879;16-03-2024;00:17:03;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409880;16-03-2024;00:17:03;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409881;16-03-2024;00:17:03;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1409882;16-03-2024;00:17:03;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
