Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1590221;25-03-2024;11:42:11;7;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1590222;25-03-2024;11:42:11;7;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1590223;25-03-2024;11:42:12;7;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1590224;25-03-2024;11:42:38;1;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1590225;25-03-2024;11:42:39;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1590226;25-03-2024;11:42:44;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590227;25-03-2024;11:42:44;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590228;25-03-2024;11:42:44;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590229;25-03-2024;11:42:44;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590230;25-03-2024;11:42:45;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590231;25-03-2024;11:42:45;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590232;25-03-2024;11:42:45;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1590233;25-03-2024;11:42:45;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1590234;25-03-2024;11:42:45;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1590235;25-03-2024;11:42:45;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1590236;25-03-2024;11:42:46;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1590237;25-03-2024;11:42:55;1;-;Trovan Unique;00079FC9A0;-;00000000;00000000;-;""
1590238;25-03-2024;11:42:56;7;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1590239;25-03-2024;11:42:56;7;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
