Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1465286;19-03-2024;00:00:08;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465287;19-03-2024;00:00:09;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465288;19-03-2024;00:00:08;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465289;19-03-2024;00:00:08;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465290;19-03-2024;00:00:08;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465291;19-03-2024;00:00:09;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465292;19-03-2024;00:00:09;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465293;19-03-2024;00:00:09;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465294;19-03-2024;00:00:09;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465295;19-03-2024;00:00:09;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465296;19-03-2024;00:00:19;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465297;19-03-2024;00:00:20;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465298;19-03-2024;00:00:33;1;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465299;19-03-2024;00:01:09;1;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465300;19-03-2024;00:01:11;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465301;19-03-2024;00:01:11;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1465302;19-03-2024;00:02:22;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465303;19-03-2024;00:02:24;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465304;19-03-2024;00:02:37;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465305;19-03-2024;00:02:39;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465306;19-03-2024;00:02:45;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465307;19-03-2024;00:02:45;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465308;19-03-2024;00:06:02;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465309;19-03-2024;00:06:05;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465310;19-03-2024;00:06:07;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465311;19-03-2024;00:09:32;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1465312;19-03-2024;00:09:32;3;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1465313;19-03-2024;00:09:38;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1465314;19-03-2024;00:10:25;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1465315;19-03-2024;00:10:26;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1465316;19-03-2024;00:11:59;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465317;19-03-2024;00:11:59;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465318;19-03-2024;00:12:18;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465319;19-03-2024;00:12:24;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465320;19-03-2024;00:12:44;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465321;19-03-2024;00:12:44;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465322;19-03-2024;00:12:53;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465323;19-03-2024;00:13:00;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465324;19-03-2024;00:13:11;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1465325;19-03-2024;00:13:24;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465326;19-03-2024;00:13:24;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465327;19-03-2024;00:13:24;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465328;19-03-2024;00:14:25;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465329;19-03-2024;00:14:25;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1465330;19-03-2024;00:14:25;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
