Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1543482;23-03-2024;00:00:54;3;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1543483;23-03-2024;00:00:54;3;-;Trovan Unique;0007A3C016;-;00000000;00000000;-;""
1543484;23-03-2024;00:01:07;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543485;23-03-2024;00:01:07;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543486;23-03-2024;00:01:11;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543487;23-03-2024;00:03:27;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543488;23-03-2024;00:03:40;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543489;23-03-2024;00:03:46;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543490;23-03-2024;00:03:48;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543491;23-03-2024;00:04:55;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543492;23-03-2024;00:05:42;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543493;23-03-2024;00:05:44;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543494;23-03-2024;00:05:46;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543495;23-03-2024;00:06:07;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543496;23-03-2024;00:06:07;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543497;23-03-2024;00:06:08;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543498;23-03-2024;00:06:28;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543499;23-03-2024;00:06:28;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543500;23-03-2024;00:06:33;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543501;23-03-2024;00:06:58;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1543502;23-03-2024;00:06:58;7;-;Trovan Unique;0007A2E90C;-;00000000;00000000;-;""
1543503;23-03-2024;00:07:39;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543504;23-03-2024;00:07:39;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543505;23-03-2024;00:07:53;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543506;23-03-2024;00:08:11;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543507;23-03-2024;00:08:19;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543508;23-03-2024;00:08:23;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543509;23-03-2024;00:08:48;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543510;23-03-2024;00:08:48;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543511;23-03-2024;00:08:49;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543512;23-03-2024;00:09:06;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543513;23-03-2024;00:09:08;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543514;23-03-2024;00:09:14;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543515;23-03-2024;00:09:22;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543516;23-03-2024;00:10:15;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543517;23-03-2024;00:10:30;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543518;23-03-2024;00:10:54;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543519;23-03-2024;00:12:16;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543520;23-03-2024;00:12:18;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543521;23-03-2024;00:13:09;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543522;23-03-2024;00:13:47;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543523;23-03-2024;00:13:48;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543524;23-03-2024;00:13:51;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543525;23-03-2024;00:13:52;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543526;23-03-2024;00:14:02;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1543527;23-03-2024;00:15:39;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543528;23-03-2024;00:15:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543529;23-03-2024;00:19:13;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1543530;23-03-2024;00:19:14;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1543531;23-03-2024;00:19:16;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1543532;23-03-2024;00:19:16;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1543533;23-03-2024;00:21:28;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543534;23-03-2024;00:22:06;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543535;23-03-2024;00:22:06;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1543536;23-03-2024;00:22:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543537;23-03-2024;00:22:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543538;23-03-2024;00:22:14;3;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1543539;23-03-2024;00:22:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543540;23-03-2024;00:22:14;3;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1543541;23-03-2024;00:22:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543542;23-03-2024;00:22:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543543;23-03-2024;00:22:14;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543544;23-03-2024;00:22:15;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543545;23-03-2024;00:22:18;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543546;23-03-2024;00:22:18;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543547;23-03-2024;00:22:18;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543548;23-03-2024;00:22:19;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543549;23-03-2024;00:22:23;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543550;23-03-2024;00:22:24;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543551;23-03-2024;00:22:24;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543552;23-03-2024;00:22:24;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543553;23-03-2024;00:22:24;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543554;23-03-2024;00:22:24;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543555;23-03-2024;00:22:24;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543556;23-03-2024;00:22:25;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543557;23-03-2024;00:22:25;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543558;23-03-2024;00:22:25;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543559;23-03-2024;00:22:25;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1543560;23-03-2024;00:22:25;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
