Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1563348;24-03-2024;00:04:10;3;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
1563349;24-03-2024;00:04:10;3;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
1563350;24-03-2024;00:04:19;7;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
1563351;24-03-2024;00:04:19;7;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
1563352;24-03-2024;00:04:19;7;-;Trovan Unique;00079F8602;-;00000000;00000000;-;""
1563353;24-03-2024;00:21:46;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1563354;24-03-2024;00:21:46;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1563355;24-03-2024;00:31:02;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563356;24-03-2024;00:31:02;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563357;24-03-2024;00:31:03;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563358;24-03-2024;00:31:09;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563359;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563360;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563361;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563362;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563363;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563364;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563365;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563366;24-03-2024;00:31:10;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563367;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563368;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563369;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563370;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563371;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563372;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563373;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563374;24-03-2024;00:31:11;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563375;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563376;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563377;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563378;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563379;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563380;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563381;24-03-2024;00:31:12;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563382;24-03-2024;00:31:13;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563383;24-03-2024;00:31:13;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563384;24-03-2024;00:31:13;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563385;24-03-2024;00:31:13;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563386;24-03-2024;00:31:13;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563387;24-03-2024;00:31:13;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563388;24-03-2024;00:31:14;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563389;24-03-2024;00:31:14;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563390;24-03-2024;00:31:14;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563391;24-03-2024;00:31:14;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563392;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563393;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563394;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563395;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563396;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563397;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563398;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563399;24-03-2024;00:31:15;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563400;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563401;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563402;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563403;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563404;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563405;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563406;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563407;24-03-2024;00:31:16;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563408;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563409;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563410;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563411;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563412;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563413;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563414;24-03-2024;00:31:17;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563415;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563416;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563417;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563418;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563419;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563420;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563421;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563422;24-03-2024;00:31:18;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563423;24-03-2024;00:31:19;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563424;24-03-2024;00:31:19;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563425;24-03-2024;00:31:19;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563426;24-03-2024;00:31:19;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563427;24-03-2024;00:31:20;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563428;24-03-2024;00:31:20;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563429;24-03-2024;00:31:20;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563430;24-03-2024;00:31:20;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1563431;24-03-2024;00:31:34;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563432;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563433;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563434;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563435;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563436;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563437;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563438;24-03-2024;00:31:35;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563439;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563440;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563441;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563442;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563443;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563444;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563445;24-03-2024;00:31:36;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563446;24-03-2024;00:31:37;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563447;24-03-2024;00:31:37;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563448;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563449;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563450;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563451;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563452;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563453;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563454;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563455;24-03-2024;00:31:39;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563456;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563457;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563458;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563459;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563460;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563461;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563462;24-03-2024;00:31:40;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563463;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563464;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563465;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563466;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563467;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563468;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1563469;24-03-2024;00:31:41;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
