Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1430379;17-03-2024;00:04:40;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1430380;17-03-2024;00:08:10;3;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1430381;17-03-2024;00:08:11;3;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1430382;17-03-2024;00:08:12;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1430383;17-03-2024;00:09:05;1;-;Trovan Unique;0007A3FDE2;-;00000000;00000000;-;""
1430384;17-03-2024;00:09:29;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430385;17-03-2024;00:09:29;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430386;17-03-2024;00:10:04;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430387;17-03-2024;00:10:04;3;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430388;17-03-2024;00:11:11;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1430389;17-03-2024;00:11:11;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1430390;17-03-2024;00:11:20;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1430391;17-03-2024;00:11:20;7;-;Trovan Unique;0007A3931B;-;00000000;00000000;-;""
1430392;17-03-2024;00:13:14;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430393;17-03-2024;00:13:14;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430394;17-03-2024;00:19:36;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430395;17-03-2024;00:19:36;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430396;17-03-2024;00:19:36;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430397;17-03-2024;00:20:15;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430398;17-03-2024;00:20:15;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430399;17-03-2024;00:20:15;7;-;Trovan Unique;00079FEEA8;-;00000000;00000000;-;""
1430400;17-03-2024;00:22:52;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430401;17-03-2024;00:23:21;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430402;17-03-2024;00:23:23;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430403;17-03-2024;00:28:41;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430404;17-03-2024;00:28:41;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430405;17-03-2024;00:29:00;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430406;17-03-2024;00:29:00;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430407;17-03-2024;00:29:15;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430408;17-03-2024;00:29:15;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430409;17-03-2024;00:33:12;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1430410;17-03-2024;00:33:12;3;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1430411;17-03-2024;00:33:24;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430412;17-03-2024;00:33:31;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1430413;17-03-2024;00:33:31;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1430414;17-03-2024;00:33:32;7;-;Trovan Unique;00079FC3C6;-;00000000;00000000;-;""
1430415;17-03-2024;00:33:46;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430416;17-03-2024;00:34:12;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430417;17-03-2024;00:34:13;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430418;17-03-2024;00:34:45;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430419;17-03-2024;00:34:45;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430420;17-03-2024;00:43:34;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430421;17-03-2024;00:43:34;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430422;17-03-2024;00:43:34;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430423;17-03-2024;00:43:35;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430424;17-03-2024;00:43:35;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430425;17-03-2024;00:43:37;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430426;17-03-2024;00:44:04;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430427;17-03-2024;00:44:06;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430428;17-03-2024;00:44:06;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430429;17-03-2024;00:49:31;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1430430;17-03-2024;00:49:31;7;-;Trovan Unique;0007A3A179;-;00000000;00000000;-;""
1430431;17-03-2024;00:51:46;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430432;17-03-2024;00:52:00;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430433;17-03-2024;00:52:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430434;17-03-2024;00:52:02;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430435;17-03-2024;00:52:47;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430436;17-03-2024;00:54:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1430437;17-03-2024;00:55:09;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430438;17-03-2024;01:00:07;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430439;17-03-2024;01:00:07;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430440;17-03-2024;01:06:56;7;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430441;17-03-2024;01:07:17;1;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430442;17-03-2024;01:07:39;1;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430443;17-03-2024;01:07:41;3;-;Trovan Unique;00079FEC60;-;00000000;00000000;-;""
1430444;17-03-2024;01:08:20;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430445;17-03-2024;01:08:20;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430446;17-03-2024;01:08:52;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430447;17-03-2024;01:08:52;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430448;17-03-2024;01:09:04;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430449;17-03-2024;01:09:04;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430450;17-03-2024;01:09:28;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430451;17-03-2024;01:09:53;1;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430452;17-03-2024;01:18:15;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1430453;17-03-2024;01:18:27;3;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1430454;17-03-2024;01:18:29;7;-;Trovan Unique;0007A3DD05;-;00000000;00000000;-;""
1430455;17-03-2024;01:34:04;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430456;17-03-2024;01:34:04;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1430457;17-03-2024;01:44:43;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1430458;17-03-2024;01:53:21;7;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1430459;17-03-2024;01:53:50;3;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1430460;17-03-2024;01:53:50;3;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1430461;17-03-2024;01:55:53;3;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
1430462;17-03-2024;01:55:56;1;-;Trovan Unique;0007A40088;-;00000000;00000000;-;""
