Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1524034;22-03-2024;00:00:47;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524035;22-03-2024;00:00:47;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524036;22-03-2024;00:02:53;1;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524037;22-03-2024;00:03:07;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524038;22-03-2024;00:03:08;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524039;22-03-2024;00:03:08;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524040;22-03-2024;00:03:09;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524041;22-03-2024;00:03:09;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524042;22-03-2024;00:03:09;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524043;22-03-2024;00:03:15;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524044;22-03-2024;00:03:15;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524045;22-03-2024;00:03:15;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524046;22-03-2024;00:03:15;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524047;22-03-2024;00:03:15;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524048;22-03-2024;00:03:16;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524049;22-03-2024;00:03:16;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524050;22-03-2024;00:03:16;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524051;22-03-2024;00:03:16;7;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524052;22-03-2024;00:03:21;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524053;22-03-2024;00:03:21;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524054;22-03-2024;00:03:24;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524055;22-03-2024;00:03:52;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524056;22-03-2024;00:03:58;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524057;22-03-2024;00:03:58;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524058;22-03-2024;00:03:59;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524059;22-03-2024;00:03:59;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524060;22-03-2024;00:03:59;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524061;22-03-2024;00:03:59;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524062;22-03-2024;00:03:59;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524063;22-03-2024;00:04:02;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524064;22-03-2024;00:05:08;1;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524065;22-03-2024;00:05:14;1;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524066;22-03-2024;00:05:19;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524067;22-03-2024;00:05:19;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524068;22-03-2024;00:05:19;3;-;Trovan Unique;00079FEADE;-;00000000;00000000;-;""
1524069;22-03-2024;00:05:30;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524070;22-03-2024;00:05:30;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524071;22-03-2024;00:05:37;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524072;22-03-2024;00:05:42;3;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524073;22-03-2024;00:05:42;3;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524074;22-03-2024;00:05:42;3;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524075;22-03-2024;00:05:42;3;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524076;22-03-2024;00:05:44;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524077;22-03-2024;00:05:45;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524078;22-03-2024;00:05:45;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524079;22-03-2024;00:05:45;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524080;22-03-2024;00:06:12;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524081;22-03-2024;00:06:15;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524082;22-03-2024;00:06:17;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524083;22-03-2024;00:06:17;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524084;22-03-2024;00:06:21;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524085;22-03-2024;00:06:21;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524086;22-03-2024;00:06:21;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524087;22-03-2024;00:06:22;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524088;22-03-2024;00:06:22;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524089;22-03-2024;00:06:55;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524090;22-03-2024;00:06:55;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524091;22-03-2024;00:06:55;3;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524092;22-03-2024;00:06:59;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524093;22-03-2024;00:06:59;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524094;22-03-2024;00:06:59;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524095;22-03-2024;00:06:59;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524096;22-03-2024;00:06:59;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524097;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524098;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524099;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524100;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524101;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524102;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524103;22-03-2024;00:07:00;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524104;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524105;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524106;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524107;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524108;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524109;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524110;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524111;22-03-2024;00:07:01;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524112;22-03-2024;00:07:02;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524113;22-03-2024;00:07:02;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524114;22-03-2024;00:07:02;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524115;22-03-2024;00:07:03;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524116;22-03-2024;00:07:13;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524117;22-03-2024;00:08:39;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524118;22-03-2024;00:08:40;7;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524119;22-03-2024;00:08:47;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524120;22-03-2024;00:08:47;3;-;Trovan Unique;0007A3C408;-;00000000;00000000;-;""
1524121;22-03-2024;00:08:56;7;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524122;22-03-2024;00:08:56;1;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524123;22-03-2024;00:08:56;7;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524124;22-03-2024;00:08:59;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524125;22-03-2024;00:08:59;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524126;22-03-2024;00:08:59;3;-;Trovan Unique;0007A00464;-;00000000;00000000;-;""
1524127;22-03-2024;00:09:30;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524128;22-03-2024;00:09:30;3;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524129;22-03-2024;00:09:50;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524130;22-03-2024;00:09:50;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524131;22-03-2024;00:09:55;7;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
1524132;22-03-2024;00:15:50;7;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524133;22-03-2024;00:15:50;7;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524134;22-03-2024;00:15:50;7;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524135;22-03-2024;00:15:56;1;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524136;22-03-2024;00:16:03;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524137;22-03-2024;00:16:06;3;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524138;22-03-2024;00:16:06;3;-;Trovan Unique;0007A3DC62;-;00000000;00000000;-;""
1524139;22-03-2024;00:16:09;7;-;Trovan Unique;0007A02701;-;00000000;00000000;-;""
1524140;22-03-2024;00:17:46;1;-;Trovan Unique;00079FED08;-;00000000;00000000;-;""
