Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,2.0166666666666666,14.716666666666667,20.2,0.45,2.533333333333333
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,57.05,2.95
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.15,52.63333333333333,1.6333333333333333,0.31666666666666665
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,26.8,0.0,21.65,1.2
10,0.0,0.0,0.0,0.0,0.0
11,3.533333333333333,1.5166666666666666,4.616666666666666,22.4,6.75
12,0.65,4.066666666666666,0.25,5.083333333333333,49.95
13,0.0,7.233333333333333,8.183333333333334,14.316666666666666,10.233333333333333
14,5.7,5.45,2.4833333333333334,10.4,24.033333333333335
15,1.15,0.5,17.283333333333335,2.2333333333333334,7.35
16,8.666666666666666,8.783333333333333,0.8833333333333333,1.5333333333333334,9.316666666666666
17,0.0,0.0,5.5,1.4333333333333333,44.11666666666667
18,0.0,0.0,0.0,0.0,0.0
19,0.0,57.4,0.0,0.45,2.15
20,0.0,0.0,60.0,0.0,0.0
21,1.0,18.666666666666668,0.4666666666666667,5.416666666666667,0.31666666666666665
22,0.0,0.0,6.916666666666667,12.1,4.6
23,0.0,37.15,0.5,1.0666666666666667,4.533333333333333
