Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,60.0,0.0,0.0,0.0
4,0.0,3.0166666666666666,0.0,52.6,4.383333333333334
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,60.0,0.0,0.0
7,0.0,60.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,1.85,11.283333333333333,45.75,0.18333333333333332
10,10.033333333333333,0.5833333333333334,15.4,11.0,0.23333333333333334
11,3.6,0.48333333333333334,0.95,0.9,37.266666666666666
12,1.4833333333333334,0.35,0.11666666666666667,0.5666666666666667,1.0166666666666666
13,0.9666666666666667,0.43333333333333335,6.05,17.683333333333334,0.7333333333333333
14,0.7333333333333333,2.216666666666667,0.43333333333333335,26.95,2.3333333333333335
15,0.7166666666666667,0.5333333333333333,0.31666666666666665,8.45,0.8166666666666667
16,0.0,6.116666666666666,1.4333333333333333,3.8333333333333335,4.666666666666667
17,0.7166666666666667,1.3333333333333333,0.5833333333333334,1.1166666666666667,5.25
18,6.0,0.4,0.9333333333333333,22.633333333333333,2.8833333333333333
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.8166666666666667,2.95,41.15,1.05
22,0.0,1.8333333333333333,0.85,2.3,0.3
23,0.0,1.6666666666666667,10.05,0.2,0.23333333333333334
