Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.43333333333333335,57.86666666666667,1.4166666666666667,0.2833333333333333
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,6.4,0.9166666666666666,20.116666666666667,15.283333333333333,2.05
10,14.55,0.35,42.35,2.4833333333333334,0.0
11,0.0,0.0,56.35,1.3166666666666667,2.3333333333333335
12,29.35,7.683333333333334,0.0,0.2,22.766666666666666
13,2.3,1.1833333333333333,0.0,7.183333333333334,9.85
14,0.0,1.2,52.61666666666667,0.5,5.683333333333334
15,0.0,1.95,57.43333333333333,0.6166666666666667,0.0
16,1.1333333333333333,0.23333333333333334,0.4,0.9333333333333333,2.2666666666666666
17,1.0833333333333333,0.7333333333333333,2.1166666666666667,5.35,2.183333333333333
18,7.6,6.866666666666666,3.566666666666667,0.25,1.6166666666666667
19,1.9166666666666667,0.8666666666666667,6.016666666666667,11.3,1.9166666666666667
20,7.95,1.4166666666666667,0.4666666666666667,1.5333333333333334,11.266666666666667
21,8.9,2.533333333333333,2.3,2.6,2.7
22,1.3166666666666667,1.45,4.5,7.85,32.95
23,0.0,0.3333333333333333,0.8,7.683333333333334,41.6
