Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,4.683333333333334,42.21666666666667,6.7,2.3333333333333335
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,1.5,0.0,15.45,0.3,22.466666666666665
6,0.0,0.0,0.0,0.3333333333333333,59.666666666666664
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.65,0.4,41.516666666666666,1.1666666666666667,0.6666666666666666
10,3.8,4.3,39.266666666666666,1.0833333333333333,0.4
11,0.9666666666666667,0.3,26.966666666666665,7.533333333333333,0.8
12,7.716666666666667,3.6666666666666665,4.216666666666667,11.583333333333334,0.5666666666666667
13,0.0,0.11666666666666667,0.8,1.1166666666666667,42.11666666666667
14,5.9,3.1,2.2333333333333334,0.8833333333333333,0.4666666666666667
15,0.0,0.8333333333333334,9.766666666666667,0.4166666666666667,4.233333333333333
16,4.383333333333334,3.466666666666667,0.85,0.5833333333333334,4.366666666666666
17,6.3,0.85,0.3,6.716666666666667,1.5666666666666667
18,8.233333333333333,0.2,0.2,1.0833333333333333,10.066666666666666
19,1.35,7.533333333333333,0.21666666666666667,0.2833333333333333,15.216666666666667
20,3.316666666666667,0.06666666666666667,12.766666666666667,3.9833333333333334,6.75
21,0.0,3.65,2.15,0.36666666666666664,1.0166666666666666
22,31.933333333333334,0.2833333333333333,0.6833333333333333,0.38333333333333336,5.816666666666666
23,0.0,1.0333333333333334,0.4166666666666667,2.3,56.25
