Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,1.65,0.7166666666666667,0.0,52.28333333333333,0.0
5,0.0,0.0,0.0,0.0,0.0
6,2.183333333333333,0.26666666666666666,15.433333333333334,0.31666666666666665,40.3
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.0833333333333333,1.45,1.7333333333333334,3.35,17.933333333333334
10,1.75,9.583333333333334,0.4166666666666667,3.9166666666666665,0.5166666666666667
11,0.6666666666666666,2.2333333333333334,1.55,0.4666666666666667,0.4166666666666667
12,1.15,0.23333333333333334,0.5333333333333333,1.75,1.3
13,23.733333333333334,5.95,0.9,0.8833333333333333,1.4833333333333334
14,1.45,0.7333333333333333,52.733333333333334,4.75,0.3333333333333333
15,1.2333333333333334,5.3,2.1166666666666667,0.15,20.416666666666668
16,2.066666666666667,2.85,5.866666666666666,0.8333333333333334,0.8666666666666667
17,1.65,0.8,6.716666666666667,0.23333333333333334,0.15
18,0.18333333333333332,6.983333333333333,0.95,3.4,2.3833333333333333
19,0.0,0.0,0.0,0.0,0.0
20,1.35,1.2833333333333334,0.7333333333333333,0.0,53.9
21,30.383333333333333,0.23333333333333334,23.983333333333334,0.8166666666666667,2.933333333333333
22,0.9333333333333333,0.31666666666666665,2.3666666666666667,12.666666666666666,0.1
23,3.15,1.2333333333333334,18.233333333333334,1.9666666666666666,10.966666666666667
