Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,1.7833333333333334,0.18333333333333332,0.0,55.78333333333333,0.7166666666666667
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,31.783333333333335,0.0,1.6833333333333333,10.05
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,2.0,3.066666666666667,0.55,6.1,0.23333333333333334
10,2.6333333333333333,2.6166666666666667,0.18333333333333332,1.0833333333333333,0.26666666666666666
11,0.0,0.25,0.5666666666666667,1.2166666666666666,10.433333333333334
12,0.6666666666666666,0.3,0.6166666666666667,0.16666666666666666,48.53333333333333
13,4.0,1.1166666666666667,1.95,1.0833333333333333,1.1333333333333333
14,5.683333333333334,0.21666666666666667,2.2666666666666666,0.3,6.733333333333333
15,0.4666666666666667,0.36666666666666664,0.13333333333333333,5.3,0.9166666666666666
16,7.483333333333333,1.0333333333333334,8.633333333333333,2.05,4.133333333333334
17,1.1166666666666667,4.783333333333333,0.95,0.26666666666666666,0.4166666666666667
18,8.333333333333334,3.3,23.383333333333333,0.9,23.016666666666666
19,0.0,0.0,0.0,0.0,0.0
20,3.1,35.7,0.8,0.25,0.4
21,1.1666666666666667,0.9166666666666666,11.05,5.0,21.366666666666667
22,0.0,50.1,0.0,6.4,1.5666666666666667
23,0.0,0.0,0.0,0.0,0.0
