Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,1.55,0.21666666666666667,0.8166666666666667,32.31666666666667,2.45
11,3.316666666666667,0.21666666666666667,0.2833333333333333,17.7,1.2666666666666666
12,0.55,18.766666666666666,0.0,26.166666666666668,13.783333333333333
13,6.25,13.716666666666667,0.7,6.416666666666667,2.7666666666666666
14,2.2333333333333334,1.0333333333333334,4.116666666666666,2.9833333333333334,2.9166666666666665
15,5.633333333333334,2.7333333333333334,0.9666666666666667,12.366666666666667,2.216666666666667
16,1.1166666666666667,1.5333333333333334,9.133333333333333,1.0666666666666667,0.38333333333333336
17,1.45,0.5833333333333334,1.8833333333333333,4.216666666666667,0.9
18,4.15,0.2833333333333333,4.116666666666666,0.7666666666666667,1.05
19,7.333333333333333,0.15,0.15,3.816666666666667,2.3333333333333335
20,2.5833333333333335,0.6833333333333333,0.18333333333333332,1.1166666666666667,2.2666666666666666
21,1.3833333333333333,0.7166666666666667,0.6666666666666666,4.15,1.7666666666666666
22,0.85,0.08333333333333333,0.38333333333333336,0.45,23.35
23,0.9666666666666667,1.0833333333333333,2.45,12.216666666666667,1.3833333333333333
