Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,26.816666666666666,0.21666666666666667,8.2,10.2,2.8666666666666667
11,0.0,0.0,0.0,13.816666666666666,46.18333333333333
12,0.0,0.0,0.0,0.0,0.0
13,2.3833333333333333,15.183333333333334,0.6333333333333333,9.25,9.433333333333334
14,0.0,0.0,0.0,60.0,0.0
15,6.9,0.0,0.0,43.93333333333333,0.43333333333333335
16,15.616666666666667,4.1,4.566666666666666,19.166666666666668,2.4166666666666665
17,1.0,1.8833333333333333,1.05,14.4,2.816666666666667
18,5.15,0.0,42.833333333333336,12.016666666666667,0.0
19,0.0,0.0,0.0,0.0,0.0
20,2.7,45.11666666666667,4.616666666666666,1.1333333333333333,0.0
21,26.816666666666666,4.566666666666666,13.9,0.0,0.0
22,4.116666666666666,0.3333333333333333,7.516666666666667,9.916666666666666,1.1666666666666667
23,0.0,0.0,58.65,1.35,0.0
