Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
1,0.0,0.65,0.0,0.7333333333333333,0.21666666666666667
2,0.0,0.0,0.0,0.0,0.0
3,0.0,2.216666666666667,0.0,0.6,126.98333333333333
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.4666666666666667,218.81666666666666
7,0.0,11.933333333333334,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,25.45,0.0,0.0,187.06666666666666
11,0.0,0.0,16.183333333333334,2.3333333333333335,10.766666666666667
12,6.033333333333333,0.0,0.16666666666666666,4.366666666666666,81.66666666666667
13,5.2,17.233333333333334,0.0,2.0166666666666666,23.816666666666666
14,0.0,0.0,4.0,12.75,4.1
15,0.0,5.983333333333333,0.0,4.283333333333333,25.716666666666665
16,0.0,3.3,0.0,2.3333333333333335,9.633333333333333
17,0.31666666666666665,10.0,7.216666666666667,13.55,3.2666666666666666
18,0.0,15.816666666666666,14.55,5.016666666666667,5.0
19,0.11666666666666667,6.933333333333334,8.7,5.416666666666667,2.033333333333333
20,0.0,0.0,0.0,0.0,0.0
21,0.0,2.3,0.0,113.05,11.716666666666667
22,0.9166666666666666,7.483333333333333,7.0,15.816666666666666,0.7666666666666667
23,0.2833333333333333,1.0833333333333333,12.45,5.8,14.366666666666667
24,0.0,0.4,0.0,20.9,0.06666666666666667
