Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,3.1,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.11666666666666667,0.0,0.0,0.36666666666666664,158.91666666666666
9,0.0,0.4666666666666667,0.0,0.0,0.5666666666666667
10,0.0,0.0,0.0,0.0,0.0
11,0.1,0.0,0.0,3.6333333333333333,160.65
12,7.65,0.0,0.4166666666666667,0.0,50.96666666666667
13,0.55,0.3,0.0,6.583333333333333,28.816666666666666
14,0.15,7.066666666666666,2.9166666666666665,13.633333333333333,36.583333333333336
15,2.7666666666666666,1.3166666666666667,0.0,3.783333333333333,19.35
16,1.1,7.55,0.6833333333333333,1.95,0.4166666666666667
17,6.516666666666667,1.3333333333333333,4.916666666666667,8.633333333333333,4.816666666666666
18,0.7833333333333333,3.8333333333333335,15.066666666666666,7.166666666666667,0.8333333333333334
19,0.0,0.08333333333333333,2.2333333333333334,6.566666666666666,3.1
20,0.05,0.3333333333333333,0.0,0.2833333333333333,6.116666666666666
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,44.13333333333333,113.26666666666667
23,0.0,0.0,0.0,39.3,5.45
24,0.0,0.0,0.0,0.0,0.0
