Hour,red_cage,orange_cage,yellow_cage,green_cage,blue_cage
1,0.65,0.5833333333333334,12.716666666666667,0.7833333333333333,19.7
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.9666666666666667,0.0,0.43333333333333335,200.18333333333334
6,0.0,0.0,0.0,0.8,92.63333333333334
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.08333333333333333,4.783333333333333,0.0,4.916666666666667,139.06666666666666
10,0.0,0.0,0.0,0.0,0.0
11,0.1,0.11666666666666667,0.0,1.35,121.35
12,3.816666666666667,4.983333333333333,1.5166666666666666,5.833333333333333,6.95
13,1.1,3.1333333333333333,0.6166666666666667,8.8,14.516666666666667
14,2.55,5.883333333333334,4.516666666666667,5.45,2.45
15,3.4,4.033333333333333,3.0166666666666666,7.5,11.433333333333334
16,1.7333333333333334,4.516666666666667,1.8,16.283333333333335,3.316666666666667
17,3.216666666666667,3.3833333333333333,0.0,2.15,24.666666666666668
18,0.08333333333333333,0.35,6.066666666666666,1.65,10.033333333333333
19,1.2166666666666666,5.75,4.75,1.6166666666666667,23.366666666666667
20,0.0,0.0,0.0,0.0,0.0
21,0.0,2.6666666666666665,0.0,0.38333333333333336,0.0
22,0.4166666666666667,0.8833333333333333,4.166666666666667,15.333333333333334,56.016666666666666
23,0.03333333333333333,0.31666666666666665,0.6833333333333333,10.933333333333334,3.5166666666666666
24,0.06666666666666667,1.1,2.966666666666667,22.283333333333335,2.6666666666666665
