Mouse,blue_cage,green_cage,hub,orange_cage,red_cage,yellow_cage
79F8602,8.342198581560284,7.498404255319149,1184.7617021276596,1.2539007092198582,10.323049645390071,3.2249999999999996
79FC3C6,5.540602836879433,6.810106382978723,745.5423758865248,0.823758865248227,7.385283687943263,10.831028368794327
79FEADE,5.446808510638298,10.674468085106383,1374.2037234042552,1.2455673758865247,10.546808510638298,5.779432624113475
79FEC60,435.0455673758865,22.24822695035461,893.722695035461,3.789007092198582,14.685992907801419,10.327127659574469
79FED08,2.55354609929078,3.7140070921985817,1390.817730496454,0.9923758865248227,9.59113475177305,1.4015957446808511
79FEEA8,4.662234042553192,7.467553191489362,760.4358156028368,1.425886524822695,11.287234042553191,2.8801418439716313
7A00464,2.6269503546099293,11.836879432624114,950.1962765957446,1.6074468085106381,15.210460992907802,2.245921985815603
7A02701,5.275354609929078,6.7875886524822695,1354.1262411347518,0.8161347517730496,16.575177304964537,2.395567375886525
7A2E90C,4.541489361702127,6.2820921985815605,961.0340425531915,1.3875886524822696,8.037056737588653,5.761170212765957
7A2EFA1,4.658687943262412,1.3726950354609928,1188.3604609929077,0.8420212765957448,10.268262411347518,4.239716312056738
7A3931B,6.701418439716312,3.522517730496454,962.7663120567377,1.2154255319148937,4.524290780141844,3.8780141843971636
7A3A179,3.1459219858156025,9.476063829787234,1375.0627659574468,1.0127659574468086,13.490248226950353,3.377836879432624
7A3C016,3.251418439716312,8.110283687943262,954.9090425531915,1.474468085106383,5.158510638297872,1.1551418439716312
7A3C408,16.925886524822694,10.478900709219857,1209.1097517730495,6.350354609929077,17.361879432624114,3.5595744680851067
7A3DC62,2.643617021276596,4.696453900709219,1192.5879432624113,1.8028368794326242,5.878546099290781,2.909751773049645
7A3DD05,9.463829787234042,11.234751773049645,742.088120567376,4.302304964539007,11.780319148936169,9.78741134751773
7A3FDE2,4.284397163120568,4.966134751773049,1393.4640070921987,0.598404255319149,6.683510638297872,0.7950354609929078
7A40088,6.82854609929078,8.667553191489361,1168.715425531915,2.8161347517730495,12.919148936170213,5.196453900709219
