MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
7/24/2015 15:05:21,1.16.3,Free_feed,0,4.21,4,0,Pellet,Left,0,0,1,0,Timed_out,nan,nan
7/24/2015 15:05:32,1.16.3,Free_feed,0,4.22,nan,0,RightDuringDispense,Left,0,1,1,0,nan,nan,0.20
7/24/2015 15:05:32,1.16.3,Free_feed,0,4.20,nan,0,RightDuringDispense,Left,0,2,1,0,nan,nan,0.13
7/24/2015 15:05:47,1.16.3,Free_feed,0,4.21,nan,0,LeftWithPellet,Left,1,2,1,0,nan,nan,0.04
7/24/2015 15:05:59,1.16.3,Free_feed,0,4.22,3,0,Pellet,Left,1,2,2,0,23.74,38,nan
7/24/2015 15:06:03,1.16.3,Free_feed,0,4.22,nan,0,LeftinTimeOut,Left,2,2,2,0,nan,nan,nan
7/24/2015 15:06:17,1.16.3,Free_feed,0,4.21,nan,0,LeftWithPellet,Left,3,2,2,0,nan,nan,0.01
7/24/2015 15:06:24,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,3,2,3,0,13.26,25,nan
7/24/2015 15:06:37,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,4,0,1.95,13,nan
7/24/2015 15:06:52,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,5,0,2.13,15,nan
7/24/2015 15:07:09,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,6,0,5.37,17,nan
7/24/2015 15:07:28,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,3,2,7,0,7.39,19,nan
7/24/2015 15:07:39,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,3,2,8,0,0.48,11,nan
7/24/2015 15:07:53,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,3,2,9,0,1.70,14,nan
7/24/2015 15:08:01,1.16.3,Free_feed,0,4.22,nan,0,RightDuringDispense,Left,3,3,9,0,nan,nan,0.28
7/24/2015 15:08:07,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,3,3,10,0,2.62,14,nan
7/24/2015 15:08:14,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,3,4,10,0,nan,nan,0.02
7/24/2015 15:08:15,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,3,5,10,0,nan,nan,0.09
7/24/2015 15:08:36,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,3,5,11,0,18.62,29,nan
7/24/2015 15:08:38,1.16.3,Free_feed,0,4.21,nan,0,RightinTimeout,Left,3,6,11,0,nan,nan,0.05
7/24/2015 15:08:47,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,6,12,0,0.54,11,nan
7/24/2015 15:08:51,1.16.3,Free_feed,0,4.21,nan,0,RightinTimeout,Left,3,7,12,0,nan,nan,0.04
7/24/2015 15:08:54,1.16.3,Free_feed,0,4.22,nan,0,RightDuringDispense,Left,3,8,12,0,nan,nan,0.27
7/24/2015 15:08:54,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,3,9,12,0,nan,nan,0.09
7/24/2015 15:08:55,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,3,10,12,0,nan,nan,0.13
7/24/2015 15:08:58,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,3,10,13,0,0.18,11,nan
