MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
15/24/2093 15:03:39,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,0,0,1,0,1.21,nan,nan
15/24/2093 15:03:52,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,0,0,2,0,0.91,13,nan
15/24/2093 15:04:09,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,0,0,3,0,4.70,17,nan
15/24/2093 15:04:22,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,0,0,4,0,0.48,12,nan
15/24/2093 15:04:38,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,0,0,5,0,6.17,17,nan
15/24/2093 15:04:50,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,0,0,6,0,0.48,12,nan
15/24/2093 15:05:03,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,0,0,7,0,1.40,13,nan
15/24/2093 15:05:08,1.16.3,Free_feed,0,4.21,nan,0,LeftinTimeOut,Left,1,0,7,0,nan,nan,nan
15/24/2093 15:05:16,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,1,0,8,0,0.60,13,nan
15/24/2093 15:05:32,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,1,0,9,0,3.54,16,nan
15/24/2093 15:05:44,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,1,0,10,0,0.48,12,nan
15/24/2093 15:05:47,1.16.3,Free_feed,0,4.22,nan,0,LeftinTimeOut,Left,2,0,10,0,nan,nan,nan
15/24/2093 15:05:53,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,2,1,10,0,nan,nan,0.06
15/24/2093 15:05:58,1.16.3,Free_feed,0,4.22,3,0,Pellet,Left,2,1,11,0,1.46,14,nan
15/24/2093 15:06:02,1.16.3,Free_feed,0,4.21,nan,0,LeftinTimeOut,Left,3,1,11,0,nan,nan,nan
15/24/2093 15:06:13,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,1,12,0,4.03,15,nan
15/24/2093 15:06:26,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,3,1,13,0,0.60,12,nan
15/24/2093 15:06:56,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,3,1,14,0,19.92,31,nan
15/24/2093 15:07:10,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,3,1,15,0,1.46,14,nan
15/24/2093 15:07:22,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,1,16,0,0.85,12,nan
15/24/2093 15:07:36,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,1,17,0,2.50,14,nan
15/24/2093 15:07:40,1.16.3,Free_feed,0,4.21,nan,0,RightinTimeout,Left,3,2,17,0,nan,nan,0.01
15/24/2093 15:07:50,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,18,0,2.44,14,nan
15/24/2093 15:08:04,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,19,0,1.83,14,nan
15/24/2093 15:08:17,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,20,0,0.73,13,nan
15/24/2093 15:08:37,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,3,2,21,0,8.08,20,nan
15/24/2093 15:08:50,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,3,2,22,0,1.28,13,nan
15/24/2093 15:09:02,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,3,2,23,0,0.54,12,nan
15/24/2093 15:09:14,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,2,24,0,0.42,12,nan
15/24/2093 15:09:22,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,3,3,24,0,nan,nan,0.08
15/24/2093 15:09:23,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,3,3,25,0,0.36,9,nan
15/24/2093 15:09:35,1.16.3,Free_feed,0,4.21,nan,0,RightDuringDispense,Left,3,4,25,0,nan,nan,0.04
15/24/2093 15:09:44,1.16.3,Free_feed,0,4.21,3,0,Pellet,Left,3,4,26,0,6.30,21,nan
15/24/2093 15:09:47,1.16.3,Free_feed,0,4.22,nan,0,LeftinTimeOut,Left,4,4,26,0,nan,nan,nan
15/24/2093 15:09:56,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,4,27,0,0.36,12,nan
15/24/2093 15:10:04,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,4,28,0,0.73,8,nan
15/24/2093 15:10:24,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,4,29,0,8.01,20,nan
15/24/2093 15:10:40,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,4,4,30,0,2.13,16,nan
15/24/2093 15:10:54,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,4,31,0,2.93,14,nan
15/24/2093 15:11:06,1.16.3,Free_feed,0,4.22,nan,0,RightDuringDispense,Left,4,5,31,0,nan,nan,0.35
15/24/2093 15:11:12,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,4,5,32,0,3.11,18,nan
15/24/2093 15:11:25,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,5,33,0,1.64,13,nan
15/24/2093 15:11:38,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,4,5,34,0,1.40,13,nan
15/24/2093 15:11:51,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,5,35,0,0.60,12,nan
15/24/2093 15:12:04,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,5,36,0,2.07,14,nan
15/24/2093 15:12:26,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,5,37,0,10.16,22,nan
15/24/2093 15:12:39,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,5,38,0,0.79,13,nan
15/24/2093 15:12:55,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,5,39,0,3.73,16,nan
15/24/2093 15:13:08,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,5,40,0,0.60,13,nan
15/24/2093 15:13:18,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,5,41,0,2.93,10,nan
15/24/2093 15:13:35,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,5,42,0,5.13,17,nan
15/24/2093 15:13:48,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,5,43,0,0.85,13,nan
15/24/2093 15:14:03,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,4,5,44,0,4.77,15,nan
15/24/2093 15:14:16,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,5,45,0,0.91,13,nan
15/24/2093 15:14:37,1.16.3,Free_feed,0,4.22,3,0,Pellet,Left,4,5,46,0,6.05,20,nan
15/24/2093 15:14:51,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,4,5,47,0,2.31,15,nan
15/24/2093 15:14:52,1.16.3,Free_feed,0,4.21,nan,0,RightinTimeout,Left,4,6,47,0,nan,nan,0.01
15/24/2093 15:15:05,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,4,6,48,0,2.81,14,nan
15/24/2093 15:15:18,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,6,49,0,5.13,13,nan
15/24/2093 15:15:32,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,4,6,50,0,2.32,14,nan
15/24/2093 15:15:45,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,6,51,0,0.60,12,nan
15/24/2093 15:15:56,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,4,6,52,0,0.24,12,nan
15/24/2093 15:16:09,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,4,6,53,0,0.54,13,nan
15/24/2093 15:16:18,1.16.3,Free_feed,0,4.22,nan,0,RightDuringDispense,Left,4,7,53,0,nan,nan,0.03
15/24/2093 15:16:22,1.16.3,Free_feed,0,4.22,2,0,Pellet,Left,4,7,54,0,0.24,13,nan
15/24/2093 15:16:26,1.16.3,Free_feed,0,4.21,nan,0,LeftinTimeOut,Left,5,7,54,0,nan,nan,nan
15/24/2093 15:16:35,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,55,0,2.13,13,nan
15/24/2093 15:16:53,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,5,7,56,0,3.54,18,nan
15/24/2093 15:17:02,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,57,0,2.50,9,nan
15/24/2093 15:17:16,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,58,0,2.13,14,nan
15/24/2093 15:17:28,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,59,0,0.48,12,nan
15/24/2093 15:17:44,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,60,0,4.52,16,nan
15/24/2093 15:17:56,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,61,0,0.36,12,nan
15/24/2093 15:18:04,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,5,7,62,0,0.67,8,nan
15/24/2093 15:18:16,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,5,7,63,0,0.12,12,nan
15/24/2093 15:18:23,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,64,0,0.06,7,nan
15/24/2093 15:18:38,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,65,0,2.87,15,nan
15/24/2093 15:18:52,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,66,0,2.01,14,nan
15/24/2093 15:19:05,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,67,0,0.67,13,nan
15/24/2093 15:19:20,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,68,0,3.17,15,nan
15/24/2093 15:19:41,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,5,7,69,0,9.49,21,nan
15/24/2093 15:19:55,1.16.3,Free_feed,0,4.21,2,0,Pellet,Left,5,7,70,0,0.18,14,nan
15/24/2093 15:20:12,1.16.3,Free_feed,0,4.21,1,0,Pellet,Left,5,7,71,0,4.83,17,nan
15/24/2093 15:20:20,1.16.3,Free_feed,0,4.22,nan,0,LeftDuringDispense,Left,6,7,71,0,nan,nan,0.04
15/24/2093 15:20:23,1.16.3,Free_feed,0,4.22,1,0,Pellet,Left,6,7,72,0,3.17,11,nan
15/24/2093 15:20:38,1.16.3,Free_feed,0,4.22,3,0,Pellet,Left,6,7,73,0,1.09,15,nan
