MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
11/15/2024 13:39:34,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,0,1,0,0,nan,nan,0.45
11/15/2024 13:39:36,1.16.3,FR1_R,0,4.19,2,1,Pellet,Right,0,1,1,0,0.94,nan,nan
11/15/2024 13:40:11,1.16.3,FR1_R,0,4.19,nan,1,Left,Right,1,1,1,0,nan,nan,0.00
11/15/2024 13:40:29,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,1,2,1,0,nan,nan,0.17
11/15/2024 13:40:30,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,1,3,1,0,nan,nan,0.12
11/15/2024 13:40:34,1.16.3,FR1_R,0,4.19,nan,1,RightWithPellet,Right,1,4,1,0,nan,nan,0.62
11/15/2024 13:40:40,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,1,4,2,0,7.47,64,nan
11/15/2024 13:40:54,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,1,5,2,0,nan,nan,0.77
11/15/2024 13:41:00,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,1,5,3,0,4.93,20,nan
11/15/2024 13:41:35,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,1,6,3,0,nan,nan,0.15
11/15/2024 13:41:37,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,1,6,4,0,1.26,37,nan
11/15/2024 13:41:50,1.16.3,FR1_R,0,4.19,nan,1,Left,Right,2,6,4,0,nan,nan,0.01
11/15/2024 13:41:51,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,3,6,4,0,nan,nan,0.05
11/15/2024 13:41:53,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,3,7,4,0,nan,nan,0.51
11/15/2024 13:41:53,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,3,8,4,0,nan,nan,0.01
11/15/2024 13:41:58,1.16.3,FR1_R,0,4.19,2,1,Pellet,Right,3,8,5,0,2.02,21,nan
11/15/2024 13:42:11,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,3,9,5,0,nan,nan,0.15
11/15/2024 13:42:12,1.16.3,FR1_R,0,4.19,1,1,Pellet,Right,3,9,6,0,0.75,14,nan
11/15/2024 13:42:33,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,3,10,6,0,nan,nan,0.24
11/15/2024 13:42:34,1.16.3,FR1_R,0,4.18,nan,1,RightWithPellet,Right,3,11,6,0,nan,nan,0.48
11/15/2024 13:42:35,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,3,11,7,0,1.70,23,nan
11/15/2024 13:42:39,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,3,12,7,0,nan,nan,0.04
11/15/2024 13:42:43,1.16.3,FR1_R,0,4.19,1,1,Pellet,Right,3,12,8,0,3.67,8,nan
11/15/2024 13:42:59,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,3,13,8,0,nan,nan,0.52
11/15/2024 13:43:00,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,3,13,9,0,0.69,17,nan
11/15/2024 13:43:17,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,4,13,9,0,nan,nan,0.01
11/15/2024 13:43:43,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,5,13,9,0,nan,nan,0.01
11/15/2024 13:43:46,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,5,14,9,0,nan,nan,0.19
11/15/2024 13:43:51,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,5,14,10,0,4.49,51,nan
11/15/2024 13:44:57,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,5,15,10,0,nan,nan,0.25
11/15/2024 13:44:58,1.16.3,FR1_R,0,4.19,nan,1,RightDuringDispense,Right,5,16,10,0,nan,nan,0.02
11/15/2024 13:44:58,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,5,17,10,0,nan,nan,0.06
11/15/2024 13:44:59,1.16.3,FR1_R,0,4.18,nan,1,RightWithPellet,Right,5,18,10,0,nan,nan,0.05
11/15/2024 13:44:59,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,5,18,11,0,0.45,68,nan
11/15/2024 13:45:16,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,5,19,11,0,nan,nan,0.21
11/15/2024 13:45:16,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,5,20,11,0,nan,nan,0.33
11/15/2024 13:45:19,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,5,21,11,0,nan,nan,0.34
11/15/2024 13:45:20,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,5,22,11,0,nan,nan,0.03
11/15/2024 13:45:28,1.16.3,FR1_R,0,4.18,4,1,Pellet,Right,5,22,12,0,5.50,29,nan
11/15/2024 13:45:38,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,5,23,12,0,nan,nan,0.15
11/15/2024 13:45:39,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,5,24,12,0,nan,nan,0.33
11/15/2024 13:45:42,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,5,25,12,0,nan,nan,0.25
11/15/2024 13:45:46,1.16.3,FR1_R,0,4.18,nan,1,RightWithPellet,Right,5,26,12,0,nan,nan,0.12
11/15/2024 13:45:46,1.16.3,FR1_R,0,4.18,4,1,Pellet,Right,5,26,13,0,0.37,18,nan
11/15/2024 13:45:50,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,5,27,13,0,nan,nan,0.11
11/15/2024 13:45:53,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,5,27,14,0,1.39,7,nan
11/15/2024 13:45:59,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,5,28,14,0,nan,nan,0.04
11/15/2024 13:46:02,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,5,28,15,0,1.83,9,nan
11/15/2024 13:46:32,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,6,28,15,0,nan,nan,0.31
11/15/2024 13:46:48,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,6,29,15,0,nan,nan,0.17
11/15/2024 13:47:02,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,6,29,16,0,12.93,60,nan
11/15/2024 13:47:38,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,7,29,16,0,nan,nan,0.03
11/15/2024 13:47:39,1.16.3,FR1_R,0,4.19,nan,1,Left,Right,8,29,16,0,nan,nan,0.09
11/15/2024 13:48:29,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,8,30,16,0,nan,nan,0.18
11/15/2024 13:48:31,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,8,30,17,0,1.26,89,nan
11/15/2024 13:49:05,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,8,31,17,0,nan,nan,0.03
11/15/2024 13:49:08,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,8,31,18,0,0.69,37,nan
11/15/2024 13:49:36,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,8,32,18,0,nan,nan,0.12
