MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
11/5/2024 12:31:59,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,0,0,1,0,3.28,nan,nan
11/5/2024 12:32:09,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,0,0,2,0,0.94,10,nan
11/5/2024 12:32:21,1.16.3,Free_feed,0,4.18,1,0,Pellet,Left,0,0,3,0,0.44,12,nan
11/5/2024 12:32:32,1.16.3,Free_feed,0,4.18,nan,0,LeftDuringDispense,Left,1,0,3,0,nan,nan,0.04
11/5/2024 12:32:36,1.16.3,Free_feed,0,4.18,2,0,Pellet,Left,1,0,4,0,0.69,15,nan
11/5/2024 12:32:44,1.16.3,Free_feed,0,4.18,1,0,Pellet,Left,1,0,5,0,1.70,8,nan
11/5/2024 12:32:56,1.16.3,Free_feed,0,4.19,nan,0,RightDuringDispense,Left,1,1,5,0,nan,nan,0.03
11/5/2024 12:32:59,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,1,1,6,0,3.09,15,nan
11/5/2024 12:33:09,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,1,1,7,0,0.62,10,nan
11/5/2024 12:33:24,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,1,1,8,0,3.60,15,nan
11/5/2024 12:33:37,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,1,1,9,0,0.62,13,nan
11/5/2024 12:33:53,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,1,1,10,0,1.82,16,nan
11/5/2024 12:34:07,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,1,1,11,0,0.81,14,nan
11/5/2024 12:34:17,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,1,1,12,0,0.31,10,nan
11/5/2024 12:34:29,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,1,1,13,0,0.56,12,nan
11/5/2024 12:34:47,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,1,1,14,0,3.85,18,nan
11/5/2024 12:34:54,1.16.3,Free_feed,0,4.19,nan,0,LeftDuringDispense,Left,2,1,14,0,nan,nan,0.07
11/5/2024 12:34:58,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,2,1,15,0,1.38,11,nan
11/5/2024 12:35:07,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,2,1,16,0,1.00,9,nan
11/5/2024 12:35:14,1.16.3,Free_feed,0,4.18,2,0,Pellet,Left,2,1,17,0,0.62,7,nan
11/5/2024 12:35:24,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,2,1,18,0,1.70,10,nan
11/5/2024 12:35:31,1.16.3,Free_feed,0,4.18,1,0,Pellet,Left,2,1,19,0,0.44,7,nan
11/5/2024 12:35:44,1.16.3,Free_feed,0,4.18,2,0,Pellet,Left,2,1,20,0,1.32,13,nan
11/5/2024 12:35:57,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,2,1,21,0,1.13,13,nan
11/5/2024 12:36:11,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,2,1,22,0,2.08,14,nan
11/5/2024 12:36:30,1.16.3,Free_feed,0,4.18,2,0,Pellet,Left,2,1,23,0,5.37,19,nan
11/5/2024 12:36:35,1.16.3,Free_feed,0,4.19,nan,0,LeftinTimeOut,Left,3,1,23,0,nan,nan,nan
11/5/2024 12:36:40,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,3,1,24,0,2.08,10,nan
11/5/2024 12:36:50,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,3,1,25,0,0.56,10,nan
11/5/2024 12:37:02,1.16.3,Free_feed,0,4.19,2,0,Pellet,Left,3,1,26,0,0.44,12,nan
11/5/2024 12:37:07,1.16.3,Free_feed,0,4.19,nan,0,RightinTimeout,Left,3,2,26,0,nan,nan,0.00
11/5/2024 12:37:13,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,3,2,27,0,0.81,11,nan
11/5/2024 12:37:26,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,3,2,28,0,1.57,13,nan
11/5/2024 12:37:31,1.16.3,Free_feed,0,4.19,nan,0,LeftinTimeOut,Left,4,2,28,0,nan,nan,nan
11/5/2024 12:37:37,1.16.3,Free_feed,0,4.19,1,0,Pellet,Left,4,2,29,0,1.07,11,nan
11/5/2024 12:37:50,1.16.3,Free_feed,0,4.18,1,0,Pellet,Left,4,2,30,0,1.89,13,nan
11/5/2024 12:38:00,1.16.3,Free_feed,0,4.19,nan,0,LeftDuringDispense,Left,5,2,30,0,nan,nan,0.09
11/5/2024 12:38:02,1.16.3,Free_feed,0,4.19,nan,0,LeftDuringDispense,Left,6,2,30,0,nan,nan,0.10
11/5/2024 12:38:03,1.16.3,Free_feed,0,4.19,nan,0,LeftWithPellet,Left,7,2,30,0,nan,nan,0.01
