MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
15/24/2007 5:03:59,1.16.3,FR1_R,0,4.20,nan,1,Left,Right,1,0,0,0,nan,nan,0.44
15/24/2007 5:04:00,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,1,1,0,0,nan,nan,0.42
15/24/2007 5:04:45,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,1,1,1,0,39.89,nan,nan
15/24/2007 5:04:46,1.16.3,FR1_R,0,4.20,nan,1,Left,Right,2,1,1,0,nan,nan,0.08
15/24/2007 5:05:00,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,2,2,1,0,nan,nan,0.14
15/24/2007 5:05:05,1.16.3,FR1_R,0,4.20,2,1,Pellet,Right,2,2,2,0,2.32,20,nan
15/24/2007 5:05:15,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,2,3,2,0,nan,nan,0.03
15/24/2007 5:05:15,1.16.3,FR1_R,0,4.21,nan,1,RightDuringDispense,Right,2,4,2,0,nan,nan,0.03
15/24/2007 5:05:16,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,2,5,2,0,nan,nan,0.23
15/24/2007 5:05:23,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,2,5,3,0,4.59,18,nan
15/24/2007 5:05:35,1.16.3,FR1_R,0,4.20,nan,1,Left,Right,3,5,3,0,nan,nan,0.00
15/24/2007 5:05:38,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,4,5,3,0,nan,nan,0.20
15/24/2007 5:05:38,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,4,6,3,0,nan,nan,0.00
15/24/2007 5:05:39,1.16.3,FR1_R,0,4.20,nan,1,LeftDuringDispense,Right,5,6,3,0,nan,nan,0.29
15/24/2007 5:05:43,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,5,6,4,0,0.97,20,nan
15/24/2007 5:05:54,1.16.3,FR1_R,0,4.20,nan,1,Left,Right,6,6,4,0,nan,nan,0.04
15/24/2007 5:05:55,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,6,7,4,0,nan,nan,0.19
15/24/2007 5:05:58,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,6,7,5,0,1.40,15,nan
15/24/2007 5:06:03,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,6,8,5,0,nan,nan,0.24
15/24/2007 5:06:04,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,6,8,6,0,0.55,6,nan
15/24/2007 5:06:06,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,6,9,6,0,nan,nan,0.13
15/24/2007 5:06:08,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,6,9,7,0,1.03,4,nan
15/24/2007 5:06:20,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,7,9,7,0,nan,nan,0.02
15/24/2007 5:06:30,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,7,10,7,0,nan,nan,0.31
15/24/2007 5:06:31,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,7,10,8,0,0.67,23,nan
15/24/2007 5:06:36,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,8,10,8,0,nan,nan,0.00
15/24/2007 5:06:43,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,8,11,8,0,nan,nan,0.05
15/24/2007 5:06:44,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,8,11,9,0,0.79,13,nan
15/24/2007 5:06:50,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,8,12,9,0,nan,nan,0.04
15/24/2007 5:06:52,1.16.3,FR1_R,0,4.21,nan,1,RightWithPellet,Right,8,13,9,0,nan,nan,0.08
15/24/2007 5:06:52,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,8,13,10,0,1.13,8,nan
15/24/2007 5:06:58,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,8,14,10,0,nan,nan,0.05
15/24/2007 5:06:59,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,8,14,11,0,0.48,7,nan
15/24/2007 5:07:04,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,8,15,11,0,nan,nan,0.06
15/24/2007 5:07:04,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,8,16,11,0,nan,nan,0.16
15/24/2007 5:07:07,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,8,17,11,0,nan,nan,0.19
15/24/2007 5:07:07,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,8,17,12,0,0.06,8,nan
15/24/2007 5:07:13,1.16.3,FR1_R,0,4.20,nan,1,Left,Right,9,17,12,0,nan,nan,0.25
15/24/2007 5:07:16,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,9,18,12,0,nan,nan,0.06
15/24/2007 5:07:17,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,9,19,12,0,nan,nan,0.07
15/24/2007 5:07:19,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,9,20,12,0,nan,nan,0.11
15/24/2007 5:07:20,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,9,20,13,0,0.79,13,nan
15/24/2007 5:07:21,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,10,20,13,0,nan,nan,0.12
15/24/2007 5:07:22,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,10,21,13,0,nan,nan,0.00
15/24/2007 5:07:23,1.16.3,FR1_R,0,4.20,nan,1,LeftWithPellet,Right,11,21,13,0,nan,nan,0.12
15/24/2007 5:07:23,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,11,21,14,0,1.00,3,nan
15/24/2007 5:07:28,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,11,22,14,0,nan,nan,0.60
15/24/2007 5:07:29,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,11,23,14,0,nan,nan,0.02
15/24/2007 5:07:31,1.16.3,FR1_R,0,4.21,nan,1,RightDuringDispense,Right,11,24,14,0,nan,nan,0.06
15/24/2007 5:07:35,1.16.3,FR1_R,0,4.21,nan,1,RightWithPellet,Right,11,25,14,0,nan,nan,0.34
15/24/2007 5:07:37,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,11,25,15,0,2.82,14,nan
15/24/2007 5:07:51,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,12,25,15,0,nan,nan,0.08
15/24/2007 5:07:54,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,13,25,15,0,nan,nan,0.02
15/24/2007 5:08:04,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,14,25,15,0,nan,nan,0.27
15/24/2007 5:08:05,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,15,25,15,0,nan,nan,0.02
15/24/2007 5:08:06,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,15,26,15,0,nan,nan,0.02
15/24/2007 5:08:07,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,15,27,15,0,nan,nan,0.34
15/24/2007 5:08:08,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,15,27,16,0,0.61,31,nan
15/24/2007 5:08:32,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,15,28,16,0,nan,nan,0.09
15/24/2007 5:08:34,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,15,28,17,0,0.85,26,nan
15/24/2007 5:08:48,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,15,29,17,0,nan,nan,0.03
15/24/2007 5:08:53,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,15,29,18,0,2.69,19,nan
15/24/2007 5:09:14,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,15,30,18,0,nan,nan,0.01
15/24/2007 5:09:15,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,15,30,19,0,0.61,22,nan
15/24/2007 5:09:27,1.16.3,FR1_R,0,4.21,nan,1,Left,Right,16,30,19,0,nan,nan,0.03
15/24/2007 5:09:27,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,16,31,19,0,nan,nan,0.00
15/24/2007 5:09:28,1.16.3,FR1_R,0,4.21,nan,1,LeftDuringDispense,Right,17,31,19,0,nan,nan,0.06
15/24/2007 5:09:28,1.16.3,FR1_R,0,4.20,nan,1,RightDuringDispense,Right,17,32,19,0,nan,nan,0.01
15/24/2007 5:09:29,1.16.3,FR1_R,0,4.21,nan,1,LeftDuringDispense,Right,18,32,19,0,nan,nan,0.64
15/24/2007 5:09:29,1.16.3,FR1_R,0,4.21,nan,1,LeftDuringDispense,Right,19,32,19,0,nan,nan,0.10
15/24/2007 5:09:30,1.16.3,FR1_R,0,4.20,nan,1,LeftDuringDispense,Right,20,32,19,0,nan,nan,0.22
