MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
15/24/2015 15:05:42,1.16.3,FR1_R,0,4.22,nan,1,Right,Right,0,1,0,0,nan,nan,0.29
15/24/2015 15:05:44,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,1,1,0,1.03,nan,nan
15/24/2015 15:05:47,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,2,1,0,nan,nan,0.08
15/24/2015 15:05:50,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,0,2,2,0,0.85,6,nan
15/24/2015 15:06:07,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,3,2,0,nan,nan,0.04
15/24/2015 15:06:08,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,0,3,3,0,1.03,18,nan
15/24/2015 15:06:15,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,4,3,0,nan,nan,0.17
15/24/2015 15:06:17,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,4,4,0,1.77,9,nan
15/24/2015 15:06:19,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,5,4,0,nan,nan,0.09
15/24/2015 15:06:21,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,5,5,0,1.83,4,nan
15/24/2015 15:06:28,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,6,5,0,nan,nan,0.08
15/24/2015 15:06:29,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,0,6,6,0,0.91,8,nan
15/24/2015 15:06:42,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,7,6,0,nan,nan,0.04
15/24/2015 15:06:46,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,7,7,0,3.30,17,nan
15/24/2015 15:06:58,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,8,7,0,nan,nan,0.02
15/24/2015 15:07:03,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,0,8,8,0,3.67,17,nan
15/24/2015 15:07:16,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,9,8,0,nan,nan,0.05
15/24/2015 15:07:19,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,9,9,0,2.56,16,nan
15/24/2015 15:07:23,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,10,9,0,nan,nan,0.07
15/24/2015 15:07:28,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,10,10,0,3.61,9,nan
15/24/2015 15:07:35,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,11,10,0,nan,nan,0.14
15/24/2015 15:07:40,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,11,11,0,3.91,12,nan
15/24/2015 15:07:45,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,12,11,0,nan,nan,0.05
15/24/2015 15:07:51,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,12,12,0,4.96,11,nan
15/24/2015 15:08:02,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,13,12,0,nan,nan,0.06
15/24/2015 15:08:05,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,13,13,0,1.58,14,nan
15/24/2015 15:08:11,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,14,13,0,nan,nan,0.08
15/24/2015 15:08:12,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,14,14,0,0.48,7,nan
15/24/2015 15:08:35,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,15,14,0,nan,nan,0.01
15/24/2015 15:08:37,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,0,15,15,0,1.03,25,nan
15/24/2015 15:08:47,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,16,15,0,nan,nan,0.05
15/24/2015 15:08:49,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,0,16,16,0,1.34,12,nan
15/24/2015 15:09:07,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,17,16,0,nan,nan,0.05
15/24/2015 15:09:08,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,0,17,17,0,0.12,19,nan
15/24/2015 15:09:47,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,0,18,17,0,nan,nan,0.14
15/24/2015 15:09:51,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,0,18,18,0,0.91,43,nan
15/24/2015 15:10:07,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,19,18,0,nan,nan,0.06
15/24/2015 15:10:13,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,0,19,19,0,3.30,22,nan
15/24/2015 15:10:24,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,20,19,0,nan,nan,0.03
15/24/2015 15:10:26,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,0,20,20,0,1.09,13,nan
15/24/2015 15:10:30,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,21,20,0,nan,nan,0.10
15/24/2015 15:10:31,1.16.3,FR1_R,0,4.20,2,1,Pellet,Right,0,21,21,0,0.42,5,nan
15/24/2015 15:10:43,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,0,22,21,0,nan,nan,0.07
15/24/2015 15:10:43,1.16.3,FR1_R,0,4.20,nan,1,LeftDuringDispense,Right,1,22,21,0,nan,nan,0.02
15/24/2015 15:10:47,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,1,22,22,0,0.61,16,nan
15/24/2015 15:10:54,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,1,23,22,0,nan,nan,0.05
15/24/2015 15:10:55,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,1,23,23,0,0.67,8,nan
15/24/2015 15:11:08,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,1,24,23,0,nan,nan,0.11
15/24/2015 15:11:11,1.16.3,FR1_R,0,4.20,2,1,Pellet,Right,1,24,24,0,1.22,16,nan
15/24/2015 15:11:17,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,1,25,24,0,nan,nan,0.09
15/24/2015 15:11:18,1.16.3,FR1_R,0,4.20,2,1,Pellet,Right,1,25,25,0,0.42,7,nan
15/24/2015 15:11:26,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,1,26,25,0,nan,nan,0.16
15/24/2015 15:11:29,1.16.3,FR1_R,0,4.21,1,1,Pellet,Right,1,26,26,0,2.08,11,nan
15/24/2015 15:11:36,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,1,27,26,0,nan,nan,0.01
15/24/2015 15:11:40,1.16.3,FR1_R,0,4.20,3,1,Pellet,Right,1,27,27,0,0.67,11,nan
15/24/2015 15:11:51,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,1,28,27,0,nan,nan,0.11
15/24/2015 15:11:52,1.16.3,FR1_R,0,4.20,2,1,Pellet,Right,1,28,28,0,0.42,12,nan
15/24/2015 15:12:01,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,1,29,28,0,nan,nan,0.18
15/24/2015 15:12:07,1.16.3,FR1_R,0,4.21,3,1,Pellet,Right,1,29,29,0,3.73,15,nan
15/24/2015 15:12:10,1.16.3,FR1_R,0,4.20,nan,1,Right,Right,1,30,29,0,nan,nan,0.12
15/24/2015 15:12:11,1.16.3,FR1_R,0,4.21,2,1,Pellet,Right,1,30,30,0,0.06,4,nan
15/24/2015 15:12:15,1.16.3,FR1_R,0,4.21,nan,1,Right,Right,1,31,30,0,nan,nan,0.22
15/24/2015 15:12:18,1.16.3,FR1_R,0,4.20,1,1,Pellet,Right,1,31,31,0,2.63,7,nan
