MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
11/13/2024 13:43:16,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,1,0,0,0,nan,nan,0.29
11/13/2024 13:43:19,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,1,1,0,0,nan,nan,0.53
11/13/2024 13:43:22,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,1,1,1,0,2.27,nan,nan
11/13/2024 13:44:30,1.16.3,FR1_R,0,4.18,nan,1,Left,Right,2,1,1,0,nan,nan,0.02
11/13/2024 13:44:32,1.16.3,FR1_R,0,4.19,nan,1,Left,Right,3,1,1,0,nan,nan,0.08
11/13/2024 13:44:43,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,3,2,1,0,nan,nan,0.24
11/13/2024 13:44:44,1.16.3,FR1_R,0,4.18,nan,1,RightDuringDispense,Right,3,3,1,0,nan,nan,0.53
11/13/2024 13:44:52,1.16.3,FR1_R,0,4.19,5,1,Pellet,Right,3,3,2,0,0.75,90,nan
11/13/2024 13:46:41,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,3,4,2,0,nan,nan,0.01
11/13/2024 13:46:50,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,3,4,3,0,7.72,118,nan
11/13/2024 13:48:16,1.16.3,FR1_R,0,4.18,nan,1,Right,Right,3,5,3,0,nan,nan,0.10
11/13/2024 13:48:17,1.16.3,FR1_R,0,4.18,1,1,Pellet,Right,3,5,4,0,0.56,87,nan
11/13/2024 13:48:34,1.16.3,FR1_R,0,4.19,nan,1,Left,Right,4,5,4,0,nan,nan,0.03
11/13/2024 13:51:28,1.16.3,FR1_R,0,4.19,nan,1,Right,Right,4,6,4,0,nan,nan,0.17
11/13/2024 13:51:29,1.16.3,FR1_R,0,4.18,2,1,Pellet,Right,4,6,5,0,0.25,192,nan
